subject,class_year,section,theme,subtheme,lesson_link,article_link,homework_link,subtheme_number,umit_id,section_id,theme_id,subtheme_id,speaker_id,course_id,product_id,Месяц 1,month_1,Месяц 2,month_2,Месяц 3,month_3,Месяц 4,month_4,Месяц полугодовой,month_p,Порядок раздела (ГОДОВОЙ),theme_complexity,subtheme_complexity,subtheme_goal_threshold,Порядок тем в разделе (полугодовой),Порядок подтем в теме (подугодовой),На какие баллы (полугодовой)
ist,3,Древность - Древнерусское государство,Культура до 17 века,Литература Древности,https://umschool.net/lessons/access/DplFVbPGGlrGLm1Z7wnZfnaC4DC75e6LbYrvEkvKRIlMqK3QvH9vBn1,,,1,40,153,772,1491,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,1,10,1,61,,,
ist,3,Древность - Древнерусское государство,Культура Древней Руси,Архитектура Древности,https://umschool.net/lessons/access/GfXiUSDmrTiwQPgDaQOBr2ACxWGQEeothGsXogotGgnwWpXWftFdRpq,,,2,42,153,773,1492,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,1,10,1,61,,,
ist,3,"Раздробленность, монголы, возвышение Москвы",Раздробленность,Раздробленность,https://umschool.net/lessons/access/OWt1xwjpxHxB8Wy2xsCZ6o2FkwyhrPxkaWzbH0JRMP7z6NSXPqBbafP,,,1,"101,102,103,104,105,106,107,108,109,110,111,161",154,774,1493,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,2,10,1,40,,,
ist,3,"Раздробленность, монголы, возвышение Москвы",Монгольское нашествие,Монгольское нашествие,https://umschool.net/lessons/access/9GSsjJYOx9MLY73OZF9mybYh0bxRwJ8KtClRjLWWwHOe81n30e29fXE,,,3,"112,113,114,115,116,117,118,119,120,121",154,775,1494,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,2,10,1,40,,,
ist,3,"Раздробленность, монголы, возвышение Москвы",Возвышение Москвы,Первые московские князья,https://umschool.net/lessons/access/sofgAZpk8nXLmf2pR5JxWY3HvPkkcsSeke6TULuP4xdcP5nE6UDiHms,,,4,"124,125,126,127,128,129,130,131",154,776,1495,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,2,10,1,40,,,
ist,3,"Раздробленность, монголы, возвышение Москвы",Возвышение Москвы,"Дмитрий Донской, Василий I и Василий II",https://umschool.net/lessons/access/rOZBAKEAIBYOSYBPzWMCpk62ewpN7EAaM9ea8LQt9CDdhq0kB84yzrf,,,5,"132,133,134,135,136,141,142,143,144,145,146,147",154,776,1496,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,2,10,2,40,,,
ist,3,"Раздробленность, монголы, возвышение Москвы",Культура до 15 века,Литература до 15 века,https://umschool.net/lessons/access/biQifovC1ws7UXOrNBY3C2RBomahKp0YlQ9ao157LLugYBOVFMlIaWn,,,6,"137,138",154,777,1497,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,2,10,1,61,,,
ist,3,"Раздробленность, монголы, возвышение Москвы",Культура до 15 века,Архитектура до 15 века,https://umschool.net/lessons/access/HlVANeA0jHyGLxX5VjZfhPyEY6rAekm8Rjfgsw2CCd9JT9fp1a8abyq,,,8,139,154,777,1498,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,2,10,3,61,,,
ist,3,"Раздробленность, монголы, возвышение Москвы",Культура до 15 века,Живопись 12-14 веков,https://umschool.net/lessons/access/6N4VcPKaBnLhFhMHQ0n23SNs5LX0tNkAYqGcR6LxPklaFpjo9CdW2n4,,,7,140,154,777,1499,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,2,10,2,61,,,
ist,3,"Раздробленность, монголы, возвышение Москвы",Возвышение Москвы,Иван III,https://umschool.net/lessons/access/JuiaB1hGTehNKEwZRTikA28x5dNY4fE8W80QeKX3Bt5V8D80ZVMoI5D,,,9,"148,149,150,151,152,155,159",154,776,1500,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,2,10,4,40,,,
ist,3,"Раздробленность, монголы, возвышение Москвы",Возвышение Москвы,Василий III,https://umschool.net/lessons/access/huscUodZ7uQS9Zpif68nHF4iSU2GcwDNpGDvru4wHHTMWMUXya78DPG,,,14,"153,154,156,157",154,776,1501,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,2,10,3,40,,,
ist,3,"Раздробленность, монголы, возвышение Москвы",Монголы,Монголы,https://umschool.net/lessons/access/eZ7juX0p95Oif4Z21ts7sMAZInJiXggbH3tJzD0bfNbRTKg6TRWoeAE,,,13,162,154,778,1502,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,2,10,1,40,,,
ist,3,Иван Грозный - Смута,Иван Грозный,Иван Грозный: детство,https://umschool.net/lessons/access/ReRDCOrOJsOsqavzaWu6Pl7PCuqGwMlXI4rS3WwGDYbLUFH7P1SsOtZ,,,11,"201,202,203,204",155,779,1503,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,3,10,1,40,,,
ist,3,Иван Грозный - Смута,Иван Грозный,Иван Грозный: Избранная рада,https://umschool.net/lessons/access/8Edoj1VrvU5Te2kJX6rNHorgR6HWmYpD2m7eNUXF27RRWQt7iG1Tc6s,,,15,"205,206,207,208,209,210,211",155,779,1504,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,3,10,2,40,,,
ist,3,Иван Грозный - Смута,Иван Грозный,Иван Грозный: Опричнина,https://umschool.net/lessons/access/5DqaDPbwhyXrrQN8UgSNsToxMjLmfTCALtp4DkUs1g0n3NgKqMd561L,,,16,212,155,779,1505,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,3,10,3,40,,,
ist,3,Иван Грозный - Смута,Иван Грозный,Иван Грозный: внешняя политика,https://umschool.net/lessons/access/sXgUjLArC17xVe3n2GFr199lq1Poj22CDkp9tEZmwENF03xRB7wLL0f,,,17,"213,214,215,216",155,779,1506,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,3,10,4,40,,,
ist,3,Иван Грозный - Смута,Смута,Начало Смуты: XVI век - начало XVII века,https://umschool.net/lessons/access/MaPE7RScHitdi4h6vhjcFn4akSUCZaefC0OX4iXhdsm6NDeZHr0D3tK,,,18,"217,218,219,220,221,222,223,232",155,780,1507,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,3,10,1,40,,,
ist,3,Иван Грозный - Смута,Смута,Смута. Лжедмитрии: 16 век - начало 17 века,https://umschool.net/lessons/access/OFj2rPw5VXdoxzNZp33tU1hFHlbXhjia5hRQJ4z8kcZkdaSci8JjNjR,,,20,"224,225,226,227,228,229,230,231,233,234,235,239,240",155,780,1508,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,3,10,2,40,,,
ist,3,Иван Грозный - Смута,Смута,Конец Смуты: 16 век - начало 17 века,https://umschool.net/lessons/access/EVTrHGFHNlLh93CsqSUcPKf0f3yu9Ugr8iGript516MUDBJoruaydUt,,,224,"236,237,238,241,242,243,244,245",155,780,1509,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,3,10,3,40,,,
ist,3,Иван Грозный - Смута,Культура 15-16 веков,Литература 15-16 веков,https://umschool.net/lessons/access/kH8PpywiqzJNehL3QYLKpQjkb7tFhZJBJIffKzLNYFIiIZ5kM50I6wK,,,23,247,155,781,1510,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,3,10,1,61,,,
ist,3,Иван Грозный - Смута,Культура 15-16 веков,Архитектура 15-16 веков,https://umschool.net/lessons/access/I5jRg7ULYBwxfq3b7P59fzCxq0evQKrPjCb3clDbxisogN3xcJ5diuU,,,26,248,155,781,1511,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,3,10,3,61,,,
ist,3,Иван Грозный - Смута,Культура 15-16 веков,Живопись 15-16 веков,https://umschool.net/lessons/access/TGNesF8QPedRVNE6Dhr4ntiFA3xfX34c3q1O7WLbjN4gxSwOZvvkTq5,,,29,249,155,781,1512,6,,"3471,3513,6751,3895,3937,6961",sep,"3471,3513,6751",feb,"3895,3937,6961",,,,,,,3,10,2,61,,,
ist,3,Бунташный век - Дворцовые перевороты,Бунташный век,Михаил Романов,https://umschool.net/lessons/access/kOKWZXbvWkhysxy969ylveEmv2Z67YjMu2fnWhA3CWLyWH12xXwG3jc,,,30,"301,302,303",156,782,1513,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,4,10,1,40,,,
ist,3,Бунташный век - Дворцовые перевороты,Бунташный век,Бунты 17 века,https://umschool.net/lessons/access/MsUqEvxRJ3e0MmqGdGLifVFSLAkPhKu1R0tn3esDHyoiqKpWH4qDpZg,,,31,"304,308",156,782,1514,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,4,10,2,40,,,
ist,3,Бунташный век - Дворцовые перевороты,Бунташный век,Алексей Михайлович,https://umschool.net/lessons/access/wULur3nP9aNiqIS77dG9BIkc77nV2QQq4fkyJ976bKcJ97lWkZbMqfO,,,33,"305,306,307,316,317,318",156,782,1515,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,4,10,1,40,,,
ist,3,Бунташный век - Дворцовые перевороты,Бунташный век,Внешняя политика Алексея Михайловича,https://umschool.net/lessons/access/lFA0bwOWnkqbD1SK8vNqaGKZ0kAjvfiYo7oDcrq9zWDAyqMMPl5CHUj,,,34,"309,310,311,312,313",156,782,1516,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,4,10,3,40,,,
ist,3,Бунташный век - Дворцовые перевороты,Бунташный век,Фёдор Алексеевич и Софья Алексеевна,https://umschool.net/lessons/access/nQjwv531KBhdEuERPWsfpo18iSqsX2RPoXZKtWROgtu0NCZ4Bbr4qow,,,35,"314,315,324,325,326",156,782,1517,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,4,10,4,40,,,
ist,3,Бунташный век - Дворцовые перевороты,Культура 17 века,Литература 17 века,https://umschool.net/lessons/access/CC8AHhZ1rwJyJ7iOEJWWjJS9sKtvCrSUgb7jSkvHr9SzVWzIQusfXH1,,,49,320,156,783,1518,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,4,10,1,61,,,
ist,3,Бунташный век - Дворцовые перевороты,Культура 17 века,Архитектура 17 века,https://umschool.net/lessons/access/uUoCNFbvwilK6T5M3MADfAqcuX4TvP7NQdsxuFTSDh7NBZDvTMyZK6b,,,215,321,156,783,1519,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,4,10,3,61,,,
ist,3,Бунташный век - Дворцовые перевороты,Культура 17 века,Основы развития науки до 18 века,https://umschool.net/lessons/access/RrYeu49kZ2eYGD0jIQ65GcaQylPyYxaSJl3Au1AgXsMTkpNHN3F1bPU,,,228,322,156,783,1520,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,4,10,4,61,,,
ist,3,Бунташный век - Дворцовые перевороты,Культура 17 века,Живопись 17 века,https://umschool.net/lessons/access/vojYHmLOn3YgOiDKeHLwyNbO7qxQxXSfGxuRSvoaBCrRx8DrempMLFa,,,42,323,156,783,1521,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,4,10,2,61,,,
ist,3,Бунташный век - Дворцовые перевороты,Петр I,Пётр I до 1700 года,https://umschool.net/lessons/access/CE0qBgtaNZEhvRuFTnqFnBbAfdybhog8Kpj9o7hGb109LAee9I1VYUj,,,43,"327,328,329,330,331,332",156,784,1522,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,4,10,1,40,,,
ist,3,Бунташный век - Дворцовые перевороты,Петр I,Пётр I: Северная война,https://umschool.net/lessons/access/akIOlk5KHtefwnRlQdWhGkUy2YCZ3B7V7ae6M2dV55YS7BjDohKPZrs,,,44,"333,334",156,784,1523,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,4,10,2,40,,,
ist,3,Бунташный век - Дворцовые перевороты,Петр I,Петр I: военные и социально-экономические реформы,https://umschool.net/lessons/access/bk4yXrTF0YpKkPcN1t4juHiFMfOyDIFjCpOIkbGhLTpTi36zAbKTLwW,,,47,335,156,784,1524,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,4,10,4,40,,,
ist,3,Бунташный век - Дворцовые перевороты,Петр I,Петр I: административные реформы и вопрос о престолонаследии,https://umschool.net/lessons/access/D9OIq3uOTlMdVoQhUxUWmyqdr7fuPJ273EgILOSPxziDAnXB8zjvMDz,,,45,"336,337,338",156,784,1525,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,4,10,3,40,,,
ist,3,Бунташный век - Дворцовые перевороты,Петр I,Петр I: восстания и экономика,https://umschool.net/lessons/access/EvcRufFiUReXedeT7AnSfnOQiVkuhkIpz5fxL6S7FOy5XBaibsYMliV,,,46,339,156,784,1526,6,,"3555,3597,6792,3895,3937,6961",oct,"3555,3597,6792",feb,"3895,3937,6961",,,,,,,4,10,5,40,,,
ist,3,Бунташный век - Дворцовые перевороты,Дворцовые перевороты,Дворцовые перевороты до 1741 г.,https://umschool.net/lessons/access/2C7SYUgGjCpc5ZnROvTQnczIcTXWxfGZcFTtSTRQFfrOxJ9ZaVNpGPb,,,1,"340,341,342,343,344,345,346,347,348",156,785,1527,6,,"3555,3597,6792,3979,4021,7011",oct,"3555,3597,6792",mar,"3979,4021,7011",,,,,,,4,10,1,40,,,
ist,3,Бунташный век - Дворцовые перевороты,Дворцовые перевороты,Дворцовые перевороты до Екатерины II,https://umschool.net/lessons/access/TlKxqFpbRr4hy1HNUnnHZpuGOXHeAuKrRDF5ZlSQLWUEC2ToN1p59Fj,,,1,"349,350,351,352,353,354,355,356,357,358,359",156,785,1528,6,,"3555,3597,6792,3979,4021,7011",oct,"3555,3597,6792",mar,"3979,4021,7011",,,,,,,4,10,2,40,,,
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Екатерина II,Екатерина II. Внутренняя политика до восстания Пугачева,https://umschool.net/lessons/access/Iufm1Uw8TdWWYT3nAA3rK7iAN4K0Vy5TO6tzCD108mRwB4Z7dJtwoxo,,,1,"401,402,403,404,405,406,407",157,786,1529,6,,"3555,3597,6792,3979,4021,7011",oct,"3555,3597,6792",mar,"3979,4021,7011",,,,,,,5,10,1,40,,,
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Екатерина II,Екатерина II. Внутренняя политика после восстания Пугачева,https://umschool.net/lessons/access/2rkoztsiFSBgovxpjpLelZqfYWlSswvum99SMDcs6Bfspulj0QSAtAo,,,1,408,157,786,1530,6,,"3555,3597,6792,3979,4021,7011",oct,"3555,3597,6792",mar,"3979,4021,7011",,,,,,,5,10,2,40,,,
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Екатерина II,Екатерина II. Внешняя политика,https://umschool.net/lessons/access/4w18MmP5fwcQRqEvXHXeDlsJFuCYw6JsFqX9YxuXdFtu1wp1lKh7tQz,,,1,"409,410,411,412,413,414,415",157,786,1531,6,,"3555,3597,6792,3979,4021,7011",oct,"3555,3597,6792",mar,"3979,4021,7011",,,,,,,5,10,3,40,,,
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Павел I,Павел I,https://umschool.net/lessons/access/tn4c4QBf38Y6EBgSCFRGlaqNQhKtmbzNfN9S5WLql1l7lR6A1EcSUB0,,,1,"416,417,418,419,420,421,422,423",157,787,1532,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,5,10,1,40,,,
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Культура 18 века,Литература 18 века,https://umschool.net/lessons/access/Ce3WmGl0bPCLuHY8Q2ME8Ork4QfqF5AbS4sC7iH3x1I5Vx0jN2bzzeW,,,1,425,157,788,1533,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,5,10,1,61,,,
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Культура 18 века,Архитектура 18,https://umschool.net/lessons/access/XxDre5TKlojaTZ2FxkORBQD7YGJO2cr4nlbZKqSLkFKPGQtxmRVFqXV,,,1,426,157,788,1534,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,5,10,3,61,,,
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Культура 18 века,Наука 18 века,https://umschool.net/lessons/access/xo4MaGGlyT5OADNFhTjSx1jxdSMVnhfgNoOv3pDIPA7qFfztENBYo2p,,,1,427,157,788,1535,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,5,10,4,61,,,
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Культура 18 века,Живопись 18 века,https://umschool.net/lessons/access/rVF4qPPJDjGtWPccvOufsN1gGuw1mFg5SZ4Y5SYntdLD9JXMvZaKa76,,,1,428,157,788,1536,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,5,10,2,61,,,
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Александр I: внутренняя политика,https://umschool.net/lessons/access/dWL2BKewJo2n2BEDtExyGZeLK8OUb5wg7kDb9uVZZqh7sQHDnSnjsnF,,,1,"429,430,431,432,433",157,789,1537,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,5,10,1,40,,,
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Декабристское движение,https://umschool.net/lessons/access/7fOBgrdc2LUhUvCAPgQiQ8FEOPOS0WAwQlb68RMdeuLyiR5fdHi1iTh,,,1,434,157,789,1538,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,5,10,2,40,,,
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Александр I: внешняя политика,https://umschool.net/lessons/access/be8UBLA6h9wnBgiSlWlX7sI3GUzmt3hjhDO3DF0cl05x47pAVOOzKns,,,1,"435,436,438,439,440,441,442",157,789,1539,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,5,10,4,40,,,
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Отечественная война,https://umschool.net/lessons/access/xbBgoOWSwYhlHeh6vOzfweVbcvC5J3N1Gu2FvJDa8PEQ2XtzbNW4gk1,,,1,437,157,789,1540,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,5,10,3,40,,,
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Николай I,Николай I: внутренняя политика,https://umschool.net/lessons/access/EKf62qPhADVWq9KvTCAbLLYQEMsT55GQ8ZNdmjxuMOuLCC8I8W1P1yP,,,1,"443,444,445,446,447,448,449,454,455,456",157,790,1541,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,5,10,1,40,,,
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Николай I,Николай I: внешняя политика,https://umschool.net/lessons/access/tHoagTwRMxZnWACG5i5xJsENQ68D71qcvWDpfMMrWAgKL0jGNvzKYVw,,,1,"450,451,452,453",157,790,1542,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,5,10,2,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Александр II,Отмена крепостного права,https://umschool.net/lessons/access/T4scURihjFgaYE9RnB46je3U9S4dpyTJvWbvGHHQA9ZQs90daZb2BxN,,,1,502,158,791,1543,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,6,10,1,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Александр II,Александр II: Великие реформы,https://umschool.net/lessons/access/TMd0lDtWW9jzI6LsgIWHOfmbg2tzHgWSKug6jOhoE2lleXe2CVgdRKA,,,1,"503,504",158,791,1544,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,6,10,2,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Александр II,Общественное движение при Александре II,https://umschool.net/lessons/access/3PxerqqTvxBlzeSXLzfy6XmkEzRP8LDmvYtFNENQXYC3FVP169xJzTq,,,1,"505,506,507,508",158,791,1545,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,6,10,4,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Александр II,Александр II: внешняя политика,https://umschool.net/lessons/access/PtovF71jH3Ld5AqnUgAsEGt4czaa6t01NraMeQry0Ag33uati20b24O,,,1,"509,510,511,512",158,791,1546,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,6,10,3,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Александр III,Контрреформы Александра III,https://umschool.net/lessons/access/YmManzf0TbVZRh34AXANtR4houYMPARyWJI98fmWpOFIC3Epc7ScZTS,,,1,"513,514,515,516,517,518,519,520,521,522",158,792,1547,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,6,10,1,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Александр III,Александр III: внешняя политика,https://umschool.net/lessons/access/VzrhmL2sSD2ucBL521AFEmCUFvVto2mYFkO5a0vavxzR5u3V7uSsYhR,,,1,"523,524",158,792,1548,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,6,10,2,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Александр III,Александр III: общественное движение,https://umschool.net/lessons/access/v8UNVrsLPvo6GvVCPPTA7gYBFf2LpUufY0wv2P5SMZdmulNrhkDVLql,,,1,525,158,792,1549,6,,"3639,3681,6834,3979,4021,7011",nov,"3639,3681,6834",mar,"3979,4021,7011",,,,,,,6,10,3,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Николай II,Экономика к началу 20-го века,https://umschool.net/lessons/access/6c1KgB96xZn1gc8uTim8a7UezdlNsRzksWWbYVmfW2c6VNNVPjYuVBN,,,1,"526,527",158,793,1550,6,,"3723,3765,6877,3979,4021,7011",dec,"3723,3765,6877",mar,"3979,4021,7011",,,,,,,6,10,2,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Николай II,Первая русская революция,https://umschool.net/lessons/access/vpzmZXQNa48b5yQX5K9GS5JMqzNmnTK1WtAsGudJ0xPBVW6GUMsjo61,,,1,531,158,793,1551,6,,"3723,3765,6877,3979,4021,7011",dec,"3723,3765,6877",mar,"3979,4021,7011",,,,,,,6,10,4,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Николай II,Начало правления Николая II,https://umschool.net/lessons/access/TGHvU8FuFRHpBYxRdrEO1ZlyATDKJ6Y22m1Hwx8LqpHGiB7l2bpZ1hK,,,1,"532,533,534",158,793,1552,6,,"3723,3765,6877,3979,4021,7011",dec,"3723,3765,6877",mar,"3979,4021,7011",,,,,,,6,10,1,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Николай II,Русско-японская война,https://umschool.net/lessons/access/1qS8Tajxt0T0QVy2goC9rtq2i9U2eRIvMjP49A0X4Kyn8mis904UCCf,,,1,536,158,793,1553,6,,"3723,3765,6877,3979,4021,7011",dec,"3723,3765,6877",mar,"3979,4021,7011",,,,,,,6,10,3,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Николай II,1907-1917 гг.,https://umschool.net/lessons/access/ggUcOFpjuAp7rW7EvC8VeKaB0e9nnZeIuA4AEFbv7GJMy8q55S4TNnp,,,1,"538,539,541",158,793,1554,6,,"3723,3765,6877,3979,4021,7011",dec,"3723,3765,6877",mar,"3979,4021,7011",,,,,,,6,10,5,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Николай II,Первая мировая война,https://umschool.net/lessons/access/zekjsgOSZ9kjr9Bok7IubKNxa5FJ22sUsJ7v22v448HAVXXLIyJt2qC,,,1,"545,546,547,548",158,793,1555,6,,"3723,3765,6877,3979,4021,7011",dec,"3723,3765,6877",mar,"3979,4021,7011",,,,,,,6,10,6,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),1917,Февральская революция,https://umschool.net/lessons/access/DoXjq7hUpqwr7gZqrGFVWtO4HGDnV6QDOwiKqyVAmv7c7YBmIUo8TV4,,,1,"549,550,551",158,794,1556,6,,"3723,3765,6877,4063,4105,7045",dec,"3723,3765,6877",apr,"4063,4105,7045",,,,,,,6,10,3,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),1917,Временное правительство,https://umschool.net/lessons/access/DnOLmoz8KopKLFoqVZujvLdD6Zkp1qjhSPH5IoxXYw3SxEPPPrOa8tP,,,1,"552,553",158,794,1557,6,,"3723,3765,6877,4063,4105,7045",dec,"3723,3765,6877",apr,"4063,4105,7045",,,,,,,6,10,1,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),1917,Октябрьская революция,https://umschool.net/lessons/access/OU170ztVJGNln9i8SgWCJZrkG5k49EFTQkT4OmAH9jK9T53BIa6ZWK2,,,1,"554,555,556",158,794,1558,6,,"3723,3765,6877,4063,4105,7045",dec,"3723,3765,6877",apr,"4063,4105,7045",,,,,,,6,10,2,40,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Культура 19 века,Литература 19-начала 20 веков,https://umschool.net/lessons/access/qYIJutSrRpIv6sh5iv38z4CotHcaOkvKKzbtUllHX2VErPkpNA4dzzn,,,1,558,158,795,1559,6,,"3723,3765,6877,4063,4105,7045",dec,"3723,3765,6877",apr,"4063,4105,7045",,,,,,,6,10,1,61,,,
ist,3,Александр Второй - Николай Второй (1855-1917),Культура 19 века,Архитектура 19-начала 20 века,https://umschool.net/lessons/access/ciP6JqpRQHzQu5Sb59tuDV8Go1LbMVRpE5x5UPzjPNjf3Ffz0TTTTAE,,,1,559,158,795,1560,6,,"3723,3765,6877,4063,4105,7045",dec,"3723,3765,6877",apr,"4063,4105,7045",,,,,,,6,10,3,61,,,
