subject,class_year,section,theme,subtheme,lesson_link,article_link,homework_link,subtheme_number,umit_id,section_id,theme_id,subtheme_id,speaker_id,course_id,product_id,Месяц 1,month_1,Месяц 2,month_2,Месяц 3,month_3,Месяц 4,month_4,Месяц полугодовой,month_p,Порядок раздела (ГОДОВОЙ),theme_complexity,subtheme_complexity,subtheme_goal_threshold,Порядок тем в разделе (полугодовой),Порядок подтем в теме (подугодовой),На какие баллы (полугодовой)
bio,1,Ботаника,Ткани растений,Покровная ткань,https://umschool.net/lessons/access/ZpvOVJiBS9XJZ3k4T0tfTFoq0d2mJZ7cYSI9hCNIDCLyd67CCKhE1hK,,,1,61,36,200,390,87,,"3452,3494,6764,3876,3918,6974",sep,"3452,3494,6764",feb,"3876,3918,6974",,,,,,,4,10,1,61,,,
bio,1,Ботаника,Ткани растений,Механическая ткань,https://umschool.net/lessons/access/g0KvE4f7LVQKFJwE8WcAsaPf3IKNBTJVC1L2MH6kKdLM7e54FiLVNio,,,1,62,36,200,391,87,,"3452,3494,6764,3876,3918,6974",sep,"3452,3494,6764",feb,"3876,3918,6974",,,,,,,4,10,2,40,,,
bio,1,Ботаника,Ткани растений,Основная ткань,https://umschool.net/lessons/access/KzrsmwQwNso9l1lvjgSkcs7LxMwfox8f31M4NQ0tI4XuRS2f8pufTlb,,,1,63,36,200,392,87,,"3452,3494,6764,3876,3918,6974",sep,"3452,3494,6764",feb,"3876,3918,6974",,,,,,,4,10,3,40,,,
bio,1,Ботаника,Органы растений,Лист,https://umschool.net/lessons/access/JusZERNrLAK0tQkihtK0yf3AyaYjH6LZ539Y83a8SwbEiYTEl4ObVcs,,,1,"64,65,69",36,199,393,87,,"3452,3494,6764,3876,3918,6974",sep,"3452,3494,6764",feb,"3876,3918,6974",,,,,,,4,10,4,40,,,
bio,1,Ботаника,Органы растений,Видоизменения листьев,https://umschool.net/lessons/access/CyG33UGiJTmftcVKGyWGm8BFE8oW69SUaveL2YEwYyp1fFZLOvQ3ozw,,,1,66,36,199,394,87,,"3452,3494,6764,3876,3918,6974",sep,"3452,3494,6764",feb,"3876,3918,6974",,,,,,,4,10,5,40,,,
bio,1,Ботаника,Органы растений,Листопад,https://umschool.net/lessons/access/cRmI3xtezS69BdbTBLg1NGJBcCbcTKwGhKugZf03sON9KWlr0RVbVRS,,,1,73,36,199,395,87,,"3452,3494,6764,3876,3918,6974",sep,"3452,3494,6764",feb,"3876,3918,6974",,,,,,,4,10,6,40,,,
bio,1,Зоология,Признаки царства Животные,Признаки царства Животные,https://umschool.net/lessons/access/JfhhEatRUNBEgxR62MMEDWM8RapkH0nGDlIVMLDPP70xAtYZjlq4wgo,,,1,101,37,201,396,87,,"3536,3578,6806,3960,4002,7016",oct,"3536,3578,6806",mar,"3960,4002,7016",,,,,,,4,10,1,61,,,
bio,1,Зоология,Простейшие,Простейшие,https://umschool.net/lessons/access/tfoZZjDU1UyIrfypjTGgSNOlTsuDaWzE8szC0PUnF6JzAp2oMWvc8xf,,,1,"103,104,105,106,108",37,202,397,87,,"3536,3578,6806,3960,4002,7016",oct,"3536,3578,6806",mar,"3960,4002,7016",,,,,,,4,10,1,40,,,
bio,1,Зоология,Кишечнополостные,Общая характеристика кишечнополостных,https://umschool.net/lessons/access/KrHJ0lhxBbXg7ImsHbS1Fxh47aYq8FptmTBzRDydYHhiFzsThIu6cEZ,,,1,109,37,203,398,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,2,40,,,
bio,1,Зоология,Кишечнополостные,Гидра,https://umschool.net/lessons/access/7g8V5PgOw8AeXWn6DAzVEICZkdzF6TB8465mExkySp1Clwd57lSvPcO,,,1,110,37,203,399,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,1,61,,,
bio,1,Зоология,Кишечнополостные,Медуза,https://umschool.net/lessons/access/HhO0u3a48cG6XY9rfv8dYOF6gdnHFnO9cg3rxHwdGpQwao5mDyySGti,,,1,111,37,203,400,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,1,40,,,
bio,1,Зоология,Плоские черви,Общая характеристика плоских червей,https://umschool.net/lessons/access/8xjF1kSgsLWFEmc5fjHPT8b4S0cACA63Jqx78L5EK4AAtrJfFaoWRIW,,,1,113,37,204,401,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,1,40,,,
bio,1,Зоология,Плоские черви,Ресничные черви,https://umschool.net/lessons/access/B9QRUm3DikTyqXQYkxYFTL5ISgnP5CPi7tSYuBytQTLFJMITi1RbksA,,,1,114,37,204,402,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,3,61,,,
bio,1,Зоология,Плоские черви,Сосальщики,https://umschool.net/lessons/access/JhlP4cyR4KeDuky2TmJQO1RA61C0qPkLULkS1eFMfHLmytDD1Y8v9UU,,,1,115,37,204,403,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,2,61,,,
bio,1,Зоология,Плоские черви,Ленточные черви,https://umschool.net/lessons/access/XvyMngXTeLQslrPxwZIEi3ZwpSPotUwMp1s5Fd7WtuYriZUJIyxBtPM,,,1,116,37,204,404,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,2,40,,,
bio,1,Зоология,Круглые черви,Круглые черви,https://umschool.net/lessons/access/qw8NourEpr9dTvNlO8KeipohMJ8ETfNVcbbOB9bNAwKtZpdk4xs6IiM,,,1,"117,118",37,205,405,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,1,40,,,
bio,1,Зоология,Кольчатые черви,Кольчатые черви,https://umschool.net/lessons/access/zszEaF8gIMKMbLaSpNDh1o05UltJWhJXmonUPvPISBX74Chct0LMUCK,,,1,"119,12",37,206,406,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,3,40,,,
bio,1,Зоология,Моллюски,Общая характеристика Моллюсков,https://umschool.net/lessons/access/x61iLCeiwM3H92gOQMpC7OI5lYJjPLzLVMgP2uDgyH5mGsBfPuvT4B2,,,1,123,37,207,407,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,5,61,,,
bio,1,Зоология,Моллюски,Брюхоногие моллюски,https://umschool.net/lessons/access/tvrlKJ0eNEVqJor7iZcSdkfqCMCKaR7musB0Kaev9qSubIbsKARdzfy,,,1,124,37,207,408,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,4,61,,,
bio,1,Зоология,Моллюски,Двустворчатые моллюски,https://umschool.net/lessons/access/sJxae8MIo6o7qY7axPQIJjEE49eZJ3DVPXIrgEh0LoYHB1ftwQQzgGn,,,1,125,37,207,409,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,1,40,,,
bio,1,Зоология,Моллюски,Головоногие моллюски,https://umschool.net/lessons/access/8E9qY59AwVGLaI3g3w55pPdMAPtCnDgaG22TkMtbj2mAnHnxj9YDtYT,,,1,126,37,207,410,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,2,61,,,
bio,1,Зоология,Моллюски,Значение моллюсков,https://umschool.net/lessons/access/z5wYputpQyNBh4carVcrTt9RH7fAU00pABqD7euK1cFTjlkla6Mz1g0,,,1,127,37,207,411,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,4,61,,,
bio,1,Зоология,Членистоногие,Общая характеристика Членистоногих,https://umschool.net/lessons/access/UHInrBVCPbsyUcDLyw8vAIIM3m58pZDwkNzzJs7EIE3TgIZ6rm2LA0k,,,1,128,37,208,412,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,3,61,,,
bio,1,Зоология,Членистоногие,Ракообразные,https://umschool.net/lessons/access/IybAN20Hh7whFMifcpeXFkopFIQlTmHdGKHoqEeiB9qyTsZHV1eRbSR,,,1,"130,131,132",37,208,413,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,1,40,,,
bio,1,Зоология,Членистоногие,Паукообразные,https://umschool.net/lessons/access/YVwamYUJgqRJ5AL82kEYJWr58ZueIdChwEK3tITfVgEAM55gG7uNhwI,,,1,"133,134,135,136",37,208,414,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,2,40,,,
bio,1,Зоология,Членистоногие,Паутина,https://umschool.net/lessons/access/Mnt4S2IPTTkowiJjfYvZF22cbOJoMsZr6Lm14oUXM7meh8hzNwSX3B5,,,1,137,37,208,415,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,3,40,,,
bio,1,Зоология,Членистоногие,Насекомые,https://umschool.net/lessons/access/aIYoZpBemjZ5suQ5244DXB5pDdESJQTD224USzM3CZEdxUCB12kvkiI,,,1,"138,139,140,141,142",37,208,416,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,5,61,,,
bio,1,Зоология,Хордовые,Общая характеристика Хордовых,https://umschool.net/lessons/access/f4jmfM3yYL0CStN3wUqEdAjUKqTDtypzUhZmG6KCM1Ao9N2r5SUJKnc,,,1,143,37,209,417,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,4,40,,,
bio,1,Зоология,Бесчерепные,Бесчерепные,https://umschool.net/lessons/access/QPgauZmyWSqwtmft4zMIXA86sZN2yeU3I1GsM2sp8549vU9Z1iDJvA0,,,1,144,37,210,418,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,1,40,,,
bio,1,Зоология,Рыбы,Костные рыбы,https://umschool.net/lessons/access/ICNPlBjZ0ylwdhenYLflrm91z2RNnIyihuf5mcvkQiCjJ92n4K5TnyO,,,1,"146,147,149,150",37,211,419,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,2,40,,,
bio,1,Зоология,Рыбы,Хрящевые рыбы,https://umschool.net/lessons/access/oknUtwHlNpIHkLkx3tYjcZg0Go4UswA0ahQxAd3TtuWjinmOiJAMUoC,,,1,148,37,211,420,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,1,40,,,
bio,1,Зоология,Земноводные,Земноводные,https://umschool.net/lessons/access/ehHPN6ZYsS13WKo7eeOddjTwr8QT7ikKh8RdUC4NrWOH795KZGfCO2E,,,1,"153,154,155,156",37,212,421,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,3,40,,,
bio,1,Зоология,Рептилии,Рептилии,https://umschool.net/lessons/access/53l0pgnIbyuVmqWujd6AicrEsZrNZ5VTePEi2XfHcc17DH1NtV0g96V,,,1,"158,159,160,161",37,213,422,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,2,40,,,
bio,1,Зоология,Птицы,Птицы,https://umschool.net/lessons/access/GMFW6wGfFH6LBujEJOkRQQk0LiNQYmfwfeQvWPAHrWsS2X29H1bfmq5,,,1,"163,164,165,166,168,169",37,214,423,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,5,61,,,
bio,1,Зоология,Млекопитающие,Млекопитающие,https://umschool.net/lessons/access/SQhsc7mk69dMPknq0HYFRMqDO5zXwiZQplyHClhotxI3mwRcL0edgYE,,,1,"170,171,172,173",37,215,424,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,4,61,,,
bio,1,Анатомия,Антропогенез,Сравнение человека с животными,https://umschool.net/lessons/access/AmBZu9wAAELbKn5jzf3kco9detqohWIsVBLreBjfZVoQ8aqCaLihneZ,,,1,"201,202",38,216,425,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,1,81,,,
bio,1,Анатомия,Антропогенез,Антропогенез: предки и расы,https://umschool.net/lessons/access/iMJFazTsTHjIC4xgOL23VKnOyk7Iyu2zWfDgeQT5xgaZsfwvQmBfkxp,,,1,203,38,216,426,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,3,40,,,
bio,1,Анатомия,Антропогенез,Факторы антропогенеза,https://umschool.net/lessons/access/jUXvP163iD0rjBw9iSFqsj4TS7GyDvZzlKkXAcwZ1F6UHD1cObKUalp,,,1,204,38,216,427,87,,"3620,3662,6848,3960,4002,7016",nov,"3620,3662,6848",mar,"3960,4002,7016",,,,,,,4,10,1,40,,,
bio,1,Анатомия,Ткани человека,Эпителиальная ткань,https://umschool.net/lessons/access/UfbbJHLfRpyBZncwotVTWJTo8IfLUY0f6LPcwtRK6ejSYbUYZu858Vp,,,1,205,38,217,428,87,,"3704,3746,6890,3960,4002,7016",dec,"3704,3746,6890",mar,"3960,4002,7016",,,,,,,4,10,2,40,,,
bio,1,Анатомия,Ткани человека,Соединительная ткань,https://umschool.net/lessons/access/olZesK5QEni2HjHYNdcZIul8jQLuZnoK2FzEE3XeEw2pwPNaw4anUtR,,,1,206,38,217,429,87,,"3704,3746,6890,3960,4002,7016",dec,"3704,3746,6890",mar,"3960,4002,7016",,,,,,,4,10,1,40,,,
bio,1,Анатомия,Ткани человека,Нервная ткань,https://umschool.net/lessons/access/Hg0VrnomzUc7P9fjLiscbYCosPmNFiHS7ppozK4XgoeAGFNkfxDMPjG,,,1,207,38,217,430,87,,"3704,3746,6890,3960,4002,7016",dec,"3704,3746,6890",mar,"3960,4002,7016",,,,,,,4,10,2,40,,,
bio,1,Анатомия,Ткани человека,Мышечная ткань,https://umschool.net/lessons/access/kfofMcDfeXra3i0SESehKeEYubTlILRByF5lYSJQqBZFrjrrcEsurqx,,,1,208,38,217,431,87,,"3704,3746,6890,3960,4002,7016",dec,"3704,3746,6890",mar,"3960,4002,7016",,,,,,,4,10,3,40,,,
bio,1,Анатомия,Скелет,Внутреннее строение кости,https://umschool.net/lessons/access/SbAYslGwZy2xe22iQiTGfoRUsYz5BVM2oJ1dC2EOtIzpIlnYZlxCZb4,,,1,209,38,218,432,87,,"3704,3746,6890,3960,4002,7016",dec,"3704,3746,6890",mar,"3960,4002,7016",,,,,,,4,10,6,40,,,
bio,1,Анатомия,Скелет,Внешнее строение кости,https://umschool.net/lessons/access/xVcxPnS6iUVKVAo3eC9Ux54uc2RiGFAym0wMJadQT4L2vltN0R3R0f9,,,1,210,38,218,433,87,,"3704,3746,6890,3960,4002,7016",dec,"3704,3746,6890",mar,"3960,4002,7016",,,,,,,4,10,4,40,,,
bio,1,Анатомия,Скелет,Классификация костей,https://umschool.net/lessons/access/1ncqrFVU0yIZDBTUgWNtBYXhR2giX02gKxrnHPTjtZjSvZ4pyMunStV,,,1,211,38,218,434,87,,"3704,3746,6890,3960,4002,7016",dec,"3704,3746,6890",mar,"3960,4002,7016",,,,,,,4,10,5,40,,,
bio,1,Анатомия,Скелет,Виды соединений костей,https://umschool.net/lessons/access/4BirQw4gwJipn2VRhBbnohjiNm21c9nSS63BOQYMT3bwo6HjogBRKrQ,,,1,212,38,218,435,87,,"3704,3746,6890,3960,4002,7016",dec,"3704,3746,6890",mar,"3960,4002,7016",,,,,,,4,10,12,40,,,
bio,1,Анатомия,Скелет,Сустав,https://umschool.net/lessons/access/AmzYip712GxKZXwbN2ikLgLAgcOLhG8PEVk4VUYc83IvoIqXa2rXuGZ,,,1,213,38,218,436,87,,"3704,3746,6890,3960,4002,7016",dec,"3704,3746,6890",mar,"3960,4002,7016",,,,,,,4,10,11,81,,,
bio,1,Анатомия,Скелет,Строение скелета человека,https://umschool.net/lessons/access/VckNBppms93piH2YCtYB6gZj5UrzmTdzJKkSboCfwJJ8fydYTabI88J,,,1,"214,215,216",38,218,437,87,,"3704,3746,6890,3960,4002,7016",dec,"3704,3746,6890",mar,"3960,4002,7016",,,,,,,4,10,7,40,,,
bio,1,Анатомия,Травмы опорно-двигательного аппарата,Травмы опорно-двигательного аппарата,https://umschool.net/lessons/access/91e5SsrPShR4KftZPvtUJihEggAD9v8Q52i0VaXPwTtHR3LGM1wq9LF,,,1,"217,276,278",38,219,438,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,4,10,9,40,,,
bio,1,Анатомия,Мышцы,Строение скелетных мышц,https://umschool.net/lessons/access/f6dff3cQe0BhsPIxxEDUV8SnX9GF1AVHLW38BNIVj8qP9jQiiyZPxD2,,,1,218,38,220,439,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,4,10,8,61,,,
bio,1,Анатомия,Мышцы,Строение мышечной системы человека,https://umschool.net/lessons/access/u8KX39JBptWtSoRKVSfRAbI8hMWXCMU9W5QIpblSfWuQyZp5PLXp2Jc,,,1,219,38,220,440,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,4,10,10,61,,,
bio,1,Анатомия,Лимфатическая система,Лимфатическая система,https://umschool.net/lessons/access/d6XoMt4Phlrqbsz5iiS8d0rYsv9zvDBjbZ57j3k3R9UgePmlEFslt7r,,,1,220,38,221,441,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,4,10,1,40,,,
bio,1,Анатомия,Кровь,Состав крови,https://umschool.net/lessons/access/8DR5mM7HDmnf8Hxe6IlYyZBTUtw7Sut9uRqCPdtMR6ifVoIyeVBzdWT,,,1,"221,222",38,222,442,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,2,40,,,
bio,1,Анатомия,Иммунитет,Иммунитет,https://umschool.net/lessons/access/zX2cD7UklxQn9ItKBAswncTGlXLZDr6AHhk4SYDjiiOoBtA7jYyCDfn,,,1,"223,224",38,223,443,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,3,40,,,
bio,1,Анатомия,Кровь,Свертывание крови,https://umschool.net/lessons/access/Cq1hBWMyVSOAhdUGvlqEVfJIsNaVvYn493qLiNa94fGlKForyiMJ744,,,1,225,38,222,444,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,4,61,,,
bio,1,Анатомия,Кровь,Группы крови,https://umschool.net/lessons/access/Z214at7umRmN4YRb0riwzHhKJPuH10esiWREp8PlDENSrAoTfahiYwS,,,1,226,38,222,445,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,1,40,,,
bio,1,Анатомия,Кровеносная система,Типы сосудов,https://umschool.net/lessons/access/m2BidpA7BReOXFJRIO8bsHhunp500245mKHoRAsBaE53E1DtuVn6F0V,,,1,"227,231",38,224,446,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,1,61,,,
bio,1,Анатомия,Кровеносная система,Сердце,https://umschool.net/lessons/access/1VviBpiBh6W4RhhLG3MifId8RiigxzOrfQFQHEv6JS7ydF91xPQ3EZ9,,,1,"228,229",38,224,447,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,1,40,,,
bio,1,Анатомия,Кровеносная система,Круги кровообращения,https://umschool.net/lessons/access/2MnpIlMxVIymQDmfzcHhxoZ7dvtiaBpqM92Z96VshEhVYOIQmZiH68g,,,1,230,38,224,448,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,2,61,,,
bio,1,Анатомия,Кровеносная система,Заболевания сердечно-сосудистой системы,https://umschool.net/lessons/access/xbdmVRSVCxm8048OeVzhbA1htQgUTk1fvbLNqjNhD7D4cHxCv79BBQy,,,1,232,38,224,449,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,6,61,,,
bio,1,Анатомия,Кровеносная система,Регуляция крообращения,https://umschool.net/lessons/access/KvT2NMEwFxYSD9DjIV5suh8HOEtGD95j9i0Bj4Cf5EKJq9hbuqHWIbK,,,1,233,38,224,450,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,4,61,,,
bio,1,Анатомия,Дыхательная система,Строение дыхательной системы,https://umschool.net/lessons/access/1lZBwxYHGiQMj5rywD93hnRgl7atEuHkGftbc89XOtOF1BS5IdPTIRF,,,1,"234,235",38,225,451,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,5,61,,,
bio,1,Анатомия,Дыхательная система,Регуляция дыхания,https://umschool.net/lessons/access/CTKZRRZH0HhyCCUdXCp6H6XOgYb1TXdKnzyuSPb6Mf2d6JQLf3NM3Z7,,,1,"236,238",38,225,452,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,3,61,,,
bio,1,Анатомия,Дыхательная система,Заболевания дыхательной системы,https://umschool.net/lessons/access/gHum0HT7nJ0mwFCG3kqLCxulPjf4xD5CFpbNAvpBWqNbE6fN1x5d34Q,,,1,237,38,225,453,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,2,61,,,
bio,1,Анатомия,Дыхательная система,Жел,https://umschool.net/lessons/access/iEWWrcipqDe5ay0tZZ0r6jYfIroilMULgFOvOASIUT5gUeClnJBo0hw,,,1,239,38,225,454,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,1,61,,,
bio,1,Анатомия,Выделительная система,Строение выделительной системы,https://umschool.net/lessons/access/mgAkd57MfpRTDKzCRbvJn7jWQ8ZTS3ax2WILNuV852geuGvLNyy7Xuh,,,1,"240,241",38,226,455,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,3,61,,,
bio,1,Анатомия,Выделительная система,Нефрон,https://umschool.net/lessons/access/zvHS5qUKbV0Ek9yxIK86y25x9AFUm3XzyOtcvV5IInAO6fCM8OtdOVY,,,1,242,38,226,456,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,4,61,,,
bio,1,Анатомия,Выделительная система,Образование мочи,https://umschool.net/lessons/access/LxMqY0r4SkyTtyRQAicd5vxgcLYEFFiLqSZFIoeD1f9wZ8knpCB7NDu,,,1,243,38,226,457,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,5,61,,,
bio,1,Анатомия,Выделительная система,Заболевания выделительной системы,https://umschool.net/lessons/access/G0JZWi6lizpIeEzbxRhtbAikDU6j14p5sNuvAhcHxLxoPzsDTLq6lDN,,,1,244,38,226,458,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,6,61,,,
bio,1,Анатомия,Выделительная система,Регуляция образования мочи,https://umschool.net/lessons/access/YrSxuXdpnyqPgoi0uLgOfkJx8wPawez2KLP0IGG7nAkOHHlM0CcBCQN,,,1,245,38,226,459,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,3,10,1,81,,,
bio,1,Анатомия,Кожа,Строение кожи,https://umschool.net/lessons/access/smzt1Fdf8TV4EWvhHMFPfyNOQ5hnXqshqcSp9tBKMIPYITAj5XXWmcW,,,1,246,38,227,460,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,3,10,1,61,,,
bio,1,Анатомия,Кожа,Функции кожи,https://umschool.net/lessons/access/M7Hgs49I7D1nIGamM2SB07FXjgfTeis5GkABlTw5xGuuYOXNEmzrC9g,,,1,247,38,227,461,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,3,10,3,81,,,
bio,1,Анатомия,Пищеварительная система,Строение желудочно кишечного тракта,https://umschool.net/lessons/access/rwVwvkwPsoocPQn5qXAjlXz2oE6I3V6w2GkEX0E3IqX3EsM0gFQ0GmM,,,1,"248,250,251,252",38,228,462,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,3,10,4,81,,,
bio,1,Анатомия,Пищеварительная система,Пищеварение,https://umschool.net/lessons/access/X8P7LKewd0N8bdpaECFFbVpdgyVEjRuTHzeOrgIyzkX7wJaMVjwUKMr,,,1,249,38,228,463,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,3,10,5,81,,,
bio,1,Анатомия,Пищеварительная система,Пищеварительные железы,https://umschool.net/lessons/access/3InG5Rb0YupRQpla91GpBSsEfGMZPxtZk4hpYS1ZJsMCI7kzwsQncYS,,,1,"253,254",38,228,464,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,3,10,2,81,,,
bio,1,Анатомия,Пищеварительная система,Регуляция пищеварения,https://umschool.net/lessons/access/tIAgI0pcooaucOiUqcup3NkdY3q6Zy6GXelTedbzpo0Wci5h5gZHjj5,,,1,"255,256",38,228,465,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,3,40,,,
bio,1,Анатомия,Пищеварительная система,Витамины,https://umschool.net/lessons/access/UP5yavHNz5vmXOpD8pf9oN6qEIu2WA0qZcyYC5mERpCt4laUFHJNPGp,,,1,257,38,228,466,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,1,61,,,
bio,1,Анатомия,Органические вещества в клетке,"Белки, жиры, углеводы",https://umschool.net/lessons/access/uTVvTFXwXalrLtDf8qOXRNvr1PUvABMl2QphRVuYNAHthwCgssnVSWm,,,1,258,38,229,467,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,1,10,2,61,,,
bio,1,Анатомия,Эндокринная система,Гормоны,https://umschool.net/lessons/access/eqZN6v6vdQwaZMh7weW75HVAKgpG1wFDRSSgagJ0hkfUoKQASiTJ1x8,,,1,259,38,230,468,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,5,10,1,81,,,
bio,1,Анатомия,Эндокринная система,Эндокринные железы,https://umschool.net/lessons/access/f6XC4AShkgwreEr07cD3pXskzPp19y6e0Pd6NzVs31bYF1Gm9pu8IhF,,,1,260,38,230,469,87,,"3704,3746,6890,4044,4086,7059",dec,"3704,3746,6890",apr,"4044,4086,7059",,,,,,,5,10,2,81,,,
