subject,class_year,section,theme,subtheme,lesson_link,homework_link,subtheme_number,umit_id,section_id,theme_id,subtheme_id,speaker_id,course_id,mgmonth_id,subtheme_umits,hw_umits,hw_ids,les_id
ang,3,Грамматика,Части речи в английском языке,Существительные множественного числа,https://umschool.net/lessons/access/s07dlHOG3b3Cj1feF66O4iq4Bgw0GpoUigkmDTUNyxQmGYZn2uvY2G9,,1,"1,28",3,14,17,15,,"3465,3507,6746","1,28","1,28","210754,210756,210758,210759,210761,210763,210764,210766,210767,210769,210771,210772,210777,210778,210781,210783,210785,210788,210790,210791,210793,210795,210797,210798,210799,210800,210801,210803,210805,210806,210808,210809,210810,210811,210812,210814,210815,210817,210819,210821,210823,210825,210827,210828,210829,210830,210831,210832,210834,210838,210839,210841,210843,210845",30627
ang,3,Грамматика,Артикли,Артикли,https://umschool.net/lessons/access/p2FK7ksBOf9J1ls7plhgl6KI2jJTjgsFzSHZkVu4ARfUiowwIDicoTK,,,"3,4",3,15,19,15,,"3465,3507,6746","3,4","3,4,5,93","173011,173012,173013,173014,173015,173016,173017,173018,173019,173020,173021,173022,173024,173025,173026,173027,173028,173029,173030,173031,173032,173033,173034,173035,173036,173037,173038,173040,173041,173042",47683
ang,3,Грамматика,Части речи в английском языке,Предлоги времени,https://umschool.net/lessons/access/BXSJ5wR7FCQJIwSNxpfpscHEaceN7Jzvvsxrat6kbhGSjLb6D7o37d8,,27,6,3,14,20,15,,"3465,3507,6746",6,6,"210529,210530,210533,210535,210702,210705,210708,210711,210714,210718,210722,210724,210727,210728,210729,210730,210731,210732,210733,210734,210737,210740,210743,210745,210749,210751,210753,210757,210760,210762,210765,210768,210770,210773,210774,210775,210776",30622
ang,3,Грамматика,Части речи в английском языке,Предлоги места,https://umschool.net/lessons/access/ohDEucxqbyeqae0ZamOFi7u6eGHuI9Y0hew9CFsN5ehYYIDa90sBiSS,,17,"7,9",3,14,21,15,,"3465,3507,6746","7,9","6,7,9,12,270","209296,209300,209303,209307,209313,209315,209319,209337,209350,209352,209353,209354,209355,209358,209359,209360,209361,209362,209363,209364,209365,209366,209367,209368,209369,209370,209371,209372,209373,209374,209375,209376,209385,209386,209391,209394,209397,209398,209400,209401,209404,209406,209408",30623
ang,3,Грамматика,Грамматические конструкции,Предложение с начальным it,https://umschool.net/lessons/access/U2Re4knctMlwVZRrrqjsb1TgjIBQF6hjlxlegia9Oe5yQaUq33CirtG,,,74,3,25,38,15,,"3465,3507,6746",74,"10,74","261652,261654,261658,261662,261664,261665,261669,261671,261673,261677",39758
ang,3,Времена,"Грамматика времени ""Present Simple""","Грамматика времени ""Present Simple""",https://umschool.net/lessons/access/gp1EvRvOi9BVPGW25M2xVB7NhkI0EUwAUdm4WAq9LzUHPUJG8SLpKKx,,7,"101,102,103,104,105,106",4,26,43,15,,"3465,3507,6746","101,102,103,104,105,106","101,102,104,106","185421,185423,185425,185429,185430,185431,185433,185436,185437,185439",39738
ang,3,Времена,"Грамматика времени ""Present Continuous""","Грамматика времени ""Present Continuous""",https://umschool.net/lessons/access/ZAYRX1wMrQAbmox0i76oCCSzOYgsjv1bNw91suzTbWO56K1QXLntejR,,9,"107,108,109,110,111,112,113",4,27,44,15,,"3465,3507,6746","107,108,109,110,111,112,113","44,60,101,102,107,108,109,110,111,155","186179,186181,186186,186193,186205,186210,186214,186234,186240,186246,186249,186258,186262,186265,186273,186276,186278,186285,186287,186333,186355,186367,186373,186382,186388,186392,186398,186400,186403,186405,186408,186411,186414,186417,186419,186422,186426,186429,186431",39735
ang,3,Времена,"Грамматика времени ""Past Simple""","Грамматика времени ""Past Simple""",https://umschool.net/lessons/access/ALB3ioBtBgoqmCDMyIpTgyTS3p51pTr82T0Xml3JaT4Q3DgKTQrj8cW,,11,"114,115,116,117,118,119",4,28,45,15,,"3465,3507,6746","114,115,116,117,118,119","57,114,115,116,117,118,119","192099,192104,192107,192111,192113,192116,192118,192120,192122,192124,192126,192127,192128,192129,192130,192131,192133,192135,192136,192137,192139,192141,192143,192144,192146,192149,192150,192152,192154,192155",39734
ang,3,Времена,"Грамматика времени ""Past Continuous""","Грамматика времени ""Past Continuous""",https://umschool.net/lessons/access/7kXn02Oz0VBGp8YznWfA6HxmI5CDpZGvuPaOx4iuHgfvSP3rIB9Pqmi,,8,"120,121,122,123",4,29,46,15,,"3465,3507,6746","120,121,122,123","27,107,111,114,120,121,122,123,220,221,222","186801,186808,186813,186830,186842,186848,186854,186862,186868,186874,186885,186892,186902,186912,186919,187041,187054,187071,187087,187101,187105,187109,187123,187130,187147,187149,187153,187158,187169,187173,187178,187184,187188",47687
ang,3,Времена,"Грамматика времени ""Future Simple""","Грамматика времени ""Future Simple""",https://umschool.net/lessons/access/CZdvoGR0ZsbTz70lNF2iHicWBs8920RMQUwrKd85TPMEceav1ThoxBN,,10,"133,134,135,136",4,32,49,15,,"3465,3507,6746","133,134,135,136","133,134,135,136","177132,177134,177136,177142,177143,177144,177146,177148,177151,177154,177155,177161,177163,177167,177171,177180,177182,177185,177188,177190,177192,177200,177204,177207,177209,177212,177214,177223,177225,177227",47686
ang,3,Лексика,Вводные слова,Вводные слова,https://umschool.net/lessons/access/TgGWgxv4V7AgjvZApBLNAk4b5ptx6FbNe68kqnzblGzTUNBoWFUEhHr,,,203,5,37,54,15,,"3465,3507,6746",203,,,60104
ang,3,Лексика,Лексика,Употребление so и such,https://umschool.net/lessons/access/rbfcVX9cI3SyaHOo8wPL8nCIAL1MWLKbVrAK3uG7JrMPUoVeuWkJZrb,,,"210,211",5,38,56,15,,"3465,3507,6746","210,211",,,60105
ang,3,Лексика,Лексика,"Употребление look, see and watch",,,,219,5,38,57,15,,"3465,3549,3633,3717,3801,3889,3973,4057,4141,3507,3591,3675,3759,3843,3931,4015,4099,4183,6746,6787,6829,6872,6914,6956,7006,7040,7094",219,,,
ang,3,Лексика,Лексика,Употребление hear and listen,https://umschool.net/lessons/access/hdv0IJqYHuPh2BJ8MRpcwp9zzMaIngUS2AnClh1foa9szwnl7nW9OCs,,,220,5,38,58,15,,"3465,3507,6746",220,,,60106
ang,1,Грамматика,Типы вопросов в английском языке,Типы вопросов в английском языке,https://umschool.net/lessons/access/CmKvGkyJidccc7rCHs9VNmdDtiN4WT6GXxay23rzKkvRubxG31uxlbN,,,"22,23,24,25,73",10,52,105,86,,"3450,3492,6736","22,23,24,25,73","22,23,24,25,73","208537,208538,208540,208542,208570,208572,208576,208578,208581,208587,208590,208593,208597,208599,208601,208616,208619,208622,208627,208629,208631,208648,208652,208656,208661,208671,208672,208674",30647
ang,1,Грамматика,Части речи в английском языке,Причастия прошедшего и настоящего времени,https://umschool.net/lessons/access/spQqNkd12dzjZIAvBtPC7KRkvqLQqtGyUEnNhbmh1vBnT6cikkjZ0T2,,,"30,84",10,48,108,86,,"3450,3492,6736",84,84,"238988,238992,238996,238999,239004,239007,239010,239017,239022,239028,239032,239037,239041,239046,239049,239052,239059,239065,239072,239081,239089,239093,239098,239110,239114,239120,239131,239135,239139,239144",30641
ang,1,Грамматика,Правила построения предложений в английском языке,Простые предложения,https://umschool.net/lessons/access/rUBjY9gW5icVKXUkITnZkfs8G28lOKgNpcsyIZyRtBkazFB661PTS9S,,,"31,76",10,54,109,86,,"3450,3492,6736","31,76","10,101,104,106,115,118,133","208490,208491,208492,208493,208494,208495,208496,208497,208498,208499,208756,208760,208762,208764,208765,208771,208773,208776,208778,208855,208857,208859,208860,208862,208863,208865,208866,208868,208870,208872,208874,208875,208876,208877,208878,208879,208880,208881,208883,208884,208886,208887,208889,208891,208892",30642
ang,1,Времена,Времена английского языка,Present Simple,https://umschool.net/lessons/access/pbwQMq2T0NmCAo7E5fhKuPVbVpgmAnwvM68iN1hNSeEe4H3g5xb8ONw,,,"101,102,103,104,105,106",11,59,120,86,,"3450,3492,6736","101,102,103,104,105,106","101,102,104,106","216284,216285,216286,216287,216288,216289,216290,216291,216292,216293,216294,216295,216296,216297,216298,216299,216300,216301,216302,216303,216304,216305,216306,216307,216308,216309,216310,216311,216312,216313,216314,216315,216316,216317,216318,216319,216320,216321",39776
ang,1,Времена,Времена английского языка,Present Continuous,https://umschool.net/lessons/access/80Cw4AvuJHaHecaJpzZOgnvptMdcr5VM2UuyJOW2HuwK74Kgn8B8i2L,,,"107,108,109,110,111,112,113",11,59,121,86,,"3450,3492,6736","107,108,109,110,111,112,113","107,11","216238,216239,216240,216241,216242,216243,216244,216245,216246,216247,216248,216249,216250,216251,216252,216253,216254,216255,216256,216257,216258,216259,216260,216261,216262,216263,216264,216265,216266,216267,216268,216269,216270,216271,216272,216273,216274,216275,216276,216277,216278,216279,216280,216281,216282",39774
ang,1,Времена,Времена английского языка,Past Simple,https://umschool.net/lessons/access/3HHLQtd7J6qHlHvrDvQlLDG9xv0Doto3PzQQPMSB8UWNQmz1Y01Zum9,,,"114,115,116,117,118,119",11,59,122,86,,"3450,3492,6736","114,115,116,117,118,119","114,115,116,118,119","154522,154526,154527,154528,154530,160192",30634
ang,1,Времена,Времена английского языка,Past Continuous,https://umschool.net/lessons/access/VvvL9JPqrgR7woY7nEQDH50MEb98LzMX0dQmPMMev31w0bpKfarcKTx,,,"120,121,122,123",11,59,123,86,,"3450,3492,6736","120,121,122,123","23,109,120,122,123","142563,142564,142569,142570,142571",30632
ang,1,Лексика,Лексика,"Лексика ""Досуг и увлечения""",https://umschool.net/lessons/access/CjfmZo3IqihKRGAjLC7IIkByawvejuMjXvsuoyFWhc3wvDCqL19aki0,,,257,12,61,132,86,,"3450,3492,6736",257,,,39778
ang,1,Лексика,Словообразование,Задания 29-34: словообразование,https://umschool.net/lessons/access/o5WflnlKK8NGmf8Ecm3FaMTMrq897hry8ZerHgvwOTazkqSj6CqgNc8,,27,"272,273,274,275,276,277,278,279,280",12,60,144,86,,"3450,3492,6736","272,273,274,275,276,277,278,279,280","222,224,225,273,275,279","189091,189092,189094,189096,189097,189099",47693
ang,1,Чтение,Раздел Чтение,Понимание текста на примере задания №12,https://umschool.net/lessons/access/vQHb3UWFiIHYATz31BHJ1EUeWtuwlgmEQir3ytdOUvjmjq4Dpit8iJh,,,304,13,62,145,86,,"3450,3492,6736",304,,,39789
ang,1,Аудирование,Аудирование,Понимание содержания текста на примере заданий по аудированию №1-4,https://umschool.net/lessons/access/162gmvmZtgwO6RTEqgOXZGl8IdNMapvMJrtC8TKuvBsWkhKelrZsZ6X,,,401,14,63,147,86,,"3450,3492,6736",401,"263,402","267428,267431,267435,267440",39785
ang,1,Письмо,Письмо,Задание 35: Письмо,https://umschool.net/lessons/access/MMmwaiA69QiYtTnccyPlYdAWOB1fWoqXifHIGu4867elKX49RiI45Nl,,,501,15,64,150,86,,"3450,3492,6736",501,"264,501",240915,47692
baz,3,"Арифметика, арифметические выражения",Действия с отрицательными числами,Действия с отрицательными числами,https://umschool.net/lessons/access/6hRm6rOswcV9ve5C3oQfJKeAsdzQ4xxNh1AgsgnQ7geNUgobmiphTO0,,,"1,31",17,68,155,12,,"3466,3508,6735","1,31","1,30,31","211374,211376,211379,211380,211382,211386,211388,211393,211398",48507
baz,3,"Арифметика, арифметические выражения","Алгебраические правила. ФСУ, правило фонтанчика и вынесения за скобку, основное свойство дроби, подобные слагаемые","Алгебраические правила. ФСУ, правило фонтанчика и вынесения за скобку, основное свойство дроби, подобные слагаемые",https://umschool.net/lessons/access/v1kn59AzGwQgjGOb6KHAg9rkhFCPEc9Vxf0dpw32tT3tS8ZVnn6wFiQ,,,"2,3,41,42,43,44,45,46,47,48,49,51,53,54",17,69,156,12,,"3466,3508,6735","2,3,41,42,43,44,45,46,47,48,49,51,53,54","2,3,41,42,47,49,57,1203,1204","218096,218097,218098,218103,218106,218111,218112,218113,218114,218121",48501
baz,3,"Арифметика, арифметические выражения",Действия с обыкновенными дробями,Действия с обыкновенными дробями,https://umschool.net/lessons/access/WRYgJAICNnetxc6rMgWDw3u5yQZu0QyuT2AulTXfFhlZtEfjOjgPfGt,,,"4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",17,70,157,12,,"3466,3508,6735","4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19","2,3,21,24,27,28,53,57","187359,187360,187377,187380",48506
baz,3,"Арифметика, арифметические выражения",Действия с десятичными дробями. Умножение на 10/100/1000,Действия с десятичными дробями. Умножение на 10/100/1000,https://umschool.net/lessons/access/nH9psWiHVBxYITlqxsReOEQ0rtouVegkraoU7eVbhmLsgEMoJoSQQmb,,,"20,21,22,23,24,25,26,27,29",17,71,158,12,,"3466,3508,6735","20,21,22,23,24,25,26,27,29","2,3,4,6,7,10,12,16,17,28,30,31","189799,189806,189814,189819",48505
baz,3,"Арифметика, арифметические выражения",Перевод обыкновенной дроби в десятичную,Перевод обыкновенной дроби в десятичную,https://umschool.net/lessons/access/iiMoqrN93tCiOeVxjqNxtHgusnxAFwOsJ6VTlMNVQusn1poK1Cqazaa,,,28,17,72,159,12,,"3466,3508,6735",28,"2,28","211557,211559,211560,211561,211562,211564,211565,211567,211568",40591
baz,3,"Арифметика, арифметические выражения","Алгебраические правила. Общий знаменатель, квадрат над разностью, минус перед скобкой","Алгебраические правила. Общий знаменатель, квадрат над разностью, минус перед скобкой",https://umschool.net/lessons/access/1Z4CKPtlqbSHCIIGUwXnLMtTGojedea4QLMTA0hBK4Gbf4hyEO4rzH3,,,"55,56,57",17,74,161,12,,"3466,3508,6735","55,56,57",,"119346,119351,119353,119355",48500
baz,3,"Степени, корни",Степень с натуральным показателем. Свойства степеней,Степень с натуральным показателем. Свойства степеней,https://umschool.net/lessons/access/epGcaWf9n0rKoV7yWzoEjyBtxE5k1nuddXM1APSTLA6thD099WRGUyS,,,"101,102,103,104,105,108,109,110,111,112",18,75,162,12,,"3466,3508,6735","101,102,103,104,105,108,109,110,111,112","102,103,111,112,1005","187849,1879",40606
baz,3,"Степени, корни",Степень с отрицательным показателем,Степень с отрицательным показателем,https://umschool.net/lessons/access/lNPn3oyQsr6nwhoS4blx1dLsqNcG2l81LSoeBJqWgKDNzb1Kudcuq3S,,,106,18,76,163,12,,"3466,3508,6735",106,"31,101,102,103,106,108,110,111,112,1005","188022,188033,188039,188043",40607
baz,3,"Степени, корни",Корень n-й степени и степень с дробным показателем,Корень n-й степени и степень с дробным показателем,https://umschool.net/lessons/access/iDw7ZqOoGhaUqPNCzi44sfHKNiw4xEk62uI20QIZe9DHDcanzI0STcA,,,"107,122",18,77,164,12,,"3466,3508,6735","107,122","6,21,30,31,101,102,103,106,107,110,111,112","188865,188871,188879,188886",48510
baz,3,"Степени, корни",Свойства корней и иррациональные выражения,Свойства корней и иррациональные выражения,https://umschool.net/lessons/access/AyYKFVNsXfBgOM2Dp0H1OKZx4AG6Z5VdSymuYnEV7nVIuA4MF7LqTlJ,,,"113,114,115,116,117,118,119,120,121",18,78,165,12,,"3466,3508,6735","113,114,115,116,117,118,119,120,121","4,16,41,53,113,114,116,119,1005","188988,188996,188999,189005",40601
baz,3,"Уравнения, системы уравнений, неравенства, системы неравенств",Линейные и квадратные уравнения. Дискриминант,Линейные и квадратные уравнения. Дискриминант,https://umschool.net/lessons/access/IQf4UIVBZNBpYL05yNNuwT4frGK5VP0vJocesOBbuGMqygdPYUB3Mw1,,,"201,202,203",19,79,166,12,,"3466,3508,6735","201,202,203","3,4,16,30,31,201,202,203,1208","187655,187756,187823,188446",48511
baz,3,"Уравнения, системы уравнений, неравенства, системы неравенств",Неполные квадратные уравнения. Кубические уравнения,Неполные квадратные уравнения. Кубические уравнения,https://umschool.net/lessons/access/f2FU22GrEzRA9PHNkkwBmjadeKvd6uN9EFyeDet1v6t3yt9kc2UG0zX,,,"205,206",19,80,167,12,,"3466,3508,6735","205,206","28,41,42,49,53,105,201,202,205,1208","188622,188652,188701,188740,188836",40586
baz,3,"Уравнения, системы уравнений, неравенства, системы неравенств","Дробно-рациональные, иррациональные и показательные уравнения. ОДЗ","Дробно-рациональные, иррациональные и показательные уравнения. ОДЗ",https://umschool.net/lessons/access/MdO36vDF6cOd7zXNHm8AYIw8kvenlUvMCop2V11j9IxGDzzxvDyWPQb,,,"207,208,210",19,81,168,12,,"3466,3508,6735","207,208,210","201,205,207,208,210,1208","189778,189805,189821,189837,189862",48509
baz,3,"Показательные уравнения и неравенства, логарифмы",Логарифм. Свойства. Логарифмические выражения,Логарифм. Свойства. Логарифмические выражения,https://umschool.net/lessons/access/794bdRzelnM7wMRjDlbVePzbaZhi41ycYWUnQJmGTzmtyFebWiyLbpU,,,"405,407,408,410",20,85,172,12,,"3466,3508,6735","405,407,408,410","28,110,111,405,407,408,410,1005,1202","211547,211548,211549,211550,211551,211552,211553,211554,211555,211556",48513
baz,3,"Показательные уравнения и неравенства, логарифмы",Логарифмические уравнения. ОДЗ в логарифмах,Логарифмические уравнения. ОДЗ в логарифмах,https://umschool.net/lessons/access/bABTYnAP8dOVcVJ97Y2PadkKiRyUS9pBhPGaRogXc5v9Xy2prN4x9rP,,,"409,411,412,413,416",20,86,173,12,,"3466,3508,6735","409,411,412,413,416","42,106,201,405,408,409,411,412,413,416,1208","188707,188860,188956,189865",40585
baz,3,Тригонометрия,Тригонометрическая окружность. Градусы,Тригонометрическая окружность. Градусы,https://umschool.net/lessons/access/MTIPEF5WLtmZ7TEnCuRnJK88Q886v6RvvjOt6zTUScqr0pTjdss6SHe,,,501,21,88,175,12,,"3466,3508,6735",501,"529,619,664","211576,211578,211579,211581,211584,211587,211589,211591",40612
baz,3,Тригонометрия,Тригонометрическая окружность. Оси,Тригонометрическая окружность. Оси,https://umschool.net/lessons/access/KaFBsCWWHz3AJ8lRVP3NZjZ3FPulkcp3X0Wlg3wUhP0lrsqQCloikdl,,,"502,53",21,89,176,12,,"3466,3508,6735","53,502","310,501,502,527,529,530,533,1203,1204","126836,126838,127958,215767",40613
baz,3,Тригонометрия,Тригонометрическая окружность. Радианы. Большие углы,Тригонометрическая окружность. Радианы. Большие углы,https://umschool.net/lessons/access/D1GKvw8YotW4SZDaz83YiXgx5vpKNcQfQv52i07BdpHWp5waAgFj3L7,,,"503,529",21,90,177,12,,"3466,3508,6735","503,529","501,503,529","215647,215704,215743,215762",40614
baz,3,Тригонометрия,Тригонометрические формулы,Тригонометрические формулы,https://umschool.net/lessons/access/sQCTZYgstdEGAmibIj8JR3LTiB4w6i6Qj6UzOqEajx1uouc6igH2mYl,,,"504,513",21,91,178,12,,"3466,3508,6735","504,513","502,504,518,1204","204916,204940,204943,204987",40616
baz,3,Тригонометрия,Формулы приведения,Формулы приведения,https://umschool.net/lessons/access/J1TdDNUUmLoU7ZUiyXVpSLjlgXRuCNU5eKOfBsSnSsJmc656QqfRxQ1,,,"505,528",21,92,179,12,,"3466,3508,6735","505,528","3,114,120,502,504,505,528","204100,204330,204356,204389,204391",40620
baz,3,Навыки и умения,Анализ утверждений,Анализ утверждений,https://umschool.net/lessons/access/NXdHeR8dFhOtThXKrNujvJhEteR35NlYNW5pKon87xGeRCmeclL3qxl,,22,"1231,1232",27,125,212,12,,"3466,3508,6735","1231,1232","1231,1232","261396,261408,261409,261411,261422,261424",48503
baz,3,Навыки и умения,Анализ графиков и диаграмм,Анализ графиков и диаграмм,https://umschool.net/lessons/access/2iOx0pAx8bdPByeL3abqQvWF9W1UQRNDD0ODc7XYICoBguHjgyaULHf,,24,"1238,1239",27,127,214,12,,"3466,3508,6735","1238,1239","1236,1239","261461,261474,261475,261478,261480,261482,261485,261488",48502
baz,3,Навыки и умения,Размеры и единицы измерения,Размеры и единицы измерения,https://umschool.net/lessons/access/BBZ3oplmOeoxzJ7c2EfXZkC8gDZZnaf0rb56Q7r2ec7koQjmmkRNJIT,,23,"1242,1243,1244,1245,1246,1247",27,128,215,12,,"3466,3508,6735","1242,1243,1244,1245,1246,1247","1237,1242,1243,1244,1246","125245,125249,125250,125253",48520
bio,3,Ботаника,Грибы,"Грибы (строение, размножение, питание)",https://umschool.net/lessons/access/t6CpPZGMQxMglYjAygyjZaB1U4L0avEn1CsRO5Xxeotmdz5NfbtguO0,,17,"8,13",31,137,239,9,,"3467,3509,6747","8,13","1,8,10,11,13,14,15,16,19,308,309,323,501,509,511,519,520,522","184974,184987,185335,185344,185352,185356,185358,185362,185368,185386,185391,185400,185416,185419,185422,185427,185434,185441,185443,185446,185452,185458,185465,185471,185484,185496,185498,185644,185651,185656,185665,185669,185671,185674,185679,185685,185688,185691,185694,185696,185698,185699,185702,185704",47729
bio,3,Ботаника,Грибы,Представители Грибов,https://umschool.net/lessons/access/h0sxasEivhEq1XmwalAnPFFb60PinT06VftLOHJNeNCZPjT4GGsG32s,,19,"9,10,11,12,16,17,18,19",31,137,240,9,,"3467,3509,6747","9,10,11,12,16,17,18,19","1,2,3,8,9,10,11,13,14,17,18,19,323,509,512,522","178865,178868,178869,178871,178872,178876,178878,178880,178881,178882,178883,178884,178886,178888,178890,178892,178895,179185,179186,179188,179190,179193,179207,179208,179212,179214,179216,179217,179219,179221,179222,179226,179229,179232,179234,179237,179240,179243,179244,179247,179250,179257,179262",39847
bio,3,Ботаника,Лишайники,Лишайники,https://umschool.net/lessons/access/ZY9GhOxD5mILXqSaL6MUDKt3qMseLetsCLP9w8GiObPCeOrzaBBaRec,,20,"14,15",31,138,241,9,,"3467,3509,6747","14,15","8,14,15,19,21,29,408,501,509,519,520,522","186173,186180,186187,186194,186202,186213,186228,186237,186245,186313,186321,186324,186327,186330,186353,186359,186363,186369,186396,186404,186410,186418,186425,186433,186437,186439,186468,186472,186742,186744,186745,186747,186748,186751,186753,186756,186757,186758,186760,186762,186764,186766,186768,186770,186771",39827
bio,3,Ботаника,Водоросли,Водоросли: введение,https://umschool.net/lessons/access/xyrRsPa67WUf1wexbrxXAuUq2OGKnCP458EhzVGa0ncRAstLAQ6ISHP,,21,20,31,139,242,9,,"3467,3509,6747",20,"20,21,26,27,509,519,521,522","188544,188549,188554,188559,188562,188567,188570,188572,188575,188576,188585,188587,188589,188591,188593,188595,188598,188601,188603,188605,188607,188611,188615,188623,188668,188672,188678,188684,188689,188692,188696,188699,188705,188709,188716,188719,188721,188728,188730,188734,188736,188742,188748,188750",47726
bio,3,Ботаника,Водоросли,Зеленые водоросли,https://umschool.net/lessons/access/tr65X7ATRfvYAm5ymME5MiSnapg72nH44KYzjSamxQE8PVdHbxD5bBA,,16,"21,22,23,24,25",31,139,243,9,,"3467,3509,6747","21,22,23,24,25","8,14,21,26,502,505,507,509,519,521,522","176134,176138,176140,176145,176149,176153,176166,176168,176170,176171,176172,176174,176176,176177,176178",47733
bio,3,Ботаника,Водоросли,Красные и бурые водоросли,https://umschool.net/lessons/access/8FSfTAciBdqGy88kmQyZ8O9R4Pv96jz9dkRpmPhetpHm7Hw2S3i4IWS,,18,"26,27,28,29",31,139,244,9,,"3467,3509,6747","26,27,28,29","1,8,9,11,12,14,16,18,19,20,21,25,26,27,28,29,32,33,36,37,38,101,308,309,310,323,341,405,505,509,519,521,522","189058,189090,189093,189098,189100,189103,189105,189107,189110,189112,189117,189121,189126,189156,189162,189171,189177,189180,189185,189193,189247,189249,189251,189252,189253,189254,189256,189259,189263,189772,189773,189774,189775,189776,189777,189780,189783,189784,189785,189830,189832,189834,189835",39825
bio,3,Ботаника,Споровые,Споровые: мхи,https://umschool.net/lessons/access/GXEcSQAy4a6DZdtlFomFGlUEznrY3vqy9oeXgpMCPskhTz6aU2HQWrC,,23,"30,31,32,33,34",31,140,245,9,,"3467,3509,6747","30,31,32,33,34","8,19,30,31,33,40,323,341,501,509,522","197211,197231,197237,197243,197262",39858
bio,3,Ботаника,Споровые,Споровые: хвощи и плауны,https://umschool.net/lessons/access/rze23DKBztZErZiF5PDLaF6X9PCkOMuR4fzEHg4wHkFxxr4fAKYBHQd,,24,"35,36,37",31,140,246,9,,"3467,3509,6747","35,36,37","8,18,30,31,32,33,35,38,40,310,501,505,509,513,519","197860,197862,197869,197874,197875,197879,197882,197884,197886,197887,197891,197894,197896,197898,197903,197906,197908,197912,197915,197917,197919,197923,197926,197929,197932,197936,197939,197942,197947,197953,197956,197960,197963,197967,197968,197970,197973,197976,197979",39860
bio,3,Ботаника,Споровые,Споровые: папоротники,https://umschool.net/lessons/access/Ify0iPSg1pW550UDTTlACaDyqs5Thl8C6WiabfdA22oJIsZBgnnKt7R,,22,"38,39,40",31,140,247,9,,"3467,3509,6747","38,39,40","20,21,22,23,25,27,29,30,31,32,33,35,36,37,38,40,60,61,62,67,68,319,501,505,509,513,519,520,522","196784,196793,196799,196808,196816,196822,196830,196837,196842,196849,196854,196857,196859,196864,196876,196879,196887,196894,196906,196922,196926,196940,196942,196944,196948,196951,196957,196964,196968,196973,196978,196984,196988,196991,196997,197010",39859
bio,3,Ботаника,Голосеменные,Голосеменные,https://umschool.net/lessons/access/XAoBzlmimY65CBVKAbB2UUVV9s9XhG6AR9we5FpDqSCzHBEsyHJT1fb,,,"41,42,43",31,141,248,9,,"3467,3509,6747","41,42,43","20,26,29,30,31,35,38,41,42,43,44,45,49,50,51,501,505,509,510,512,513,519,520,522","197037,197041,197045,197048,197050,197056,197062,197067,197069,197079,197081,197083,197086,197090,197093,197102,197105,197110,197113,197132,197137,197143,197150,197177,197185,197188,197193,197195,197204,197209,197225,197233,197238,197244",47728
bio,3,Ботаника,Покрытосеменные,Класс Покрытосеменные,https://umschool.net/lessons/access/Ut25sKgQc7kmY54kWruxZKd54cQqUoCvaLfW1qEU4cWfXIqOwP4LQPH,,,"44,51",31,142,249,9,,"3467,3509,6747","44,51","20,41,42,44,45,46,47,50,68,501,505,507,509,513,519,520,521","197928,197945,197951,197958,197962,197974,197980,197984,197989,197993,197996,197999,198000,198007,198012,198014,198017,198019,198023,198024,198025,198026,198033,198034,198035,198185,198240,198243,198249,198254,198257,198261,198264,198266,198267,198268,198270,198274,198278,198279,198288,198291,198297,198302,198307,198313,198316",39822
bio,3,Ботаника,Покрытосеменные,Цикл покрытосеменных растений,https://umschool.net/lessons/access/KcAFlMPLaYeMdEXnvLuRYG8YLofrgRdJhqYQMUeyJoELEmK1sio3EA7,,,"45,46",31,142,250,9,,"3467,3509,6747","45,46","45,46,501,505,507,509,510,513,519,520,521","198325,198326,198329,198331,198332,198333,198334,198336,198337,198339,198341,198343,198344,198349,198350,198465,198467,198469,198473,198476,198478,198480,198482,198489,198490,198492,198493,198495,198496,198497,198498,198500,198501,198502,198504,198505,198507,198509,198511",39867
bio,3,Ботаника,Покрытосеменные,Цветок. Опыление,https://umschool.net/lessons/access/RWcJXZopA5JzNw8Syqf3Iofl2Wi9hlnoxFMNYqMNxLxHjJOXpQPkoY9,,,47,31,142,251,9,,"3467,3509,6747",47,"47,50,509,512,519","177743,177746,177747,177749,177750,177752,177753,177755,177756,177758,177759,177760,177761,177774,177777,177778,177781,177783,177786,177787,177790,177792,177793,177795,177796,177798,177799,177802,177803,177805,177808,177810,177813,177816,177817,177818,177821,177823,177829,177832,177834,177836,177840,177842,177845",39866
bio,3,Ботаника,Органы растений,Плод. Семя,https://umschool.net/lessons/access/i5hMSJKhrB8HNxfO1KlYv1zQj8DaxQa8N9gMibqPVUKajI9Hkv0nPxF,,,"48,49,50,53",31,143,252,9,,"3467,3509,6747","48,49,50,53","47,48,49,50,51,52,54,64,69,74,509,519","199231,199288,199291,199306,199310,199313,199315,199318,199320,199322,199345,199347,199350,199392,199395,199404,199407,199412,199418,199420,199423,199428,199429,199432,199434,199437,199441,199444,199447,199451,199457,199460,199463",39841
