subject,class_year,section,theme,subtheme,lesson_link,homework_link,subtheme_number,umit_id,section_id,theme_id,subtheme_id,speaker_id,course_id,mgmonth_id,subtheme_umits,hw_umits,hw_ids,les_id
ist,4,Бунташный век - Дворцовые перевороты,Культура 17 века,Культура 17 века,,,,"319,320,321,322,323",149,759,1458,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","319,320,321,322,323",,,
ist,4,Бунташный век - Дворцовые перевороты,Петр I,Пётр I. Начальный этап правления,,,,"327,328,329,330,331,332",149,760,1459,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","327,328,329,330,331,332",,,
ist,4,Бунташный век - Дворцовые перевороты,Петр I,Пётр I. Внешняя политика,,,,"333,334",149,760,1460,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","333,334",,,
ist,4,Бунташный век - Дворцовые перевороты,Петр I,Пётр I. Изменения в государстве,,,,"335,336,337,338,339",149,760,1461,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","335,336,337,338,339",,,
ist,4,Бунташный век - Дворцовые перевороты,Дворцовые перевороты,Начало дворцовых переворотов,,,,"340,341,342,343,344,345,346,347,348",149,761,1462,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","340,341,342,343,344,345,346,347,348",,,
ist,4,Бунташный век - Дворцовые перевороты,Дворцовые перевороты,Правление Елизаветы Петровны,,,,"349,350,351,352,353,354",149,761,1463,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","349,350,351,352,353,354",,,
ist,4,Бунташный век - Дворцовые перевороты,Дворцовые перевороты,Правление Петра III и появление Екатерины II,,,,"355,356,357,358,359",149,761,1464,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","355,356,357,358,359",,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Екатерина II,Екатерина II. Внутренняя политика,,,,"401,402,403,405,406",150,762,1465,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","401,402,403,405,406",,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Екатерина II,Екатерина II. Восстание Емельяна Пугачёва,,,,408,150,762,1466,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074",408,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Екатерина II,Екатерина II. Русско-турецкие войны,,,,"409,410,412",150,762,1467,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","409,410,412",,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Екатерина II,Екатерина II. Внешняя политика,,,,"411,413,414,415",150,762,1468,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","411,413,414,415",,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Павел I,Павел I,,,,"416,417,418,419,420,421,422,423",150,763,3081,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","416,417,418,419,420,421,422,423",,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Культура 18 века,Развитие Культуры XVIII века,,,,"424,425,426,427,428",150,764,1471,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","424,425,426,427,428",,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Александр I. Внутренняя политика до Отечественной войны,,,,"429,430,431,432",150,765,1472,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","429,430,431,432",,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Александр I. Внутренняя политика после Отечественной войны,,,,433,150,765,1473,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074",433,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Тайные организации при Александре I. Появление декабристов,,,,434,150,765,1474,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074",434,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Александр I. Борьба с Наполеоном и внешняя политика,,,,"435,436,438,439,440,441,442",150,765,1475,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","435,436,438,439,440,441,442",,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Александр I. Отечественная война,,,,437,150,765,1476,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074",437,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Николай I,Николай I. Внутренняя политика,,,,"443,444,445,446,447,448,449",150,766,3082,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","443,444,445,446,447,448,449",,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Николай I,Николай I. Внешняя политика,,,,"450,451,452",150,766,3083,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","450,451,452",,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Николай I,Крымская война,,,,453,150,766,1479,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074",453,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Николай I,Общественное движение первой половины XIX века,,,,454,150,766,1480,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074",454,,,
ist,4,Александр Второй - Николай Второй (1855-1917),Александр II,Александр II: Внутренняя политика,,,,"502,503,504,505,507,508",151,767,1481,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","502,503,504,505,507,508",,,
ist,4,Александр Второй - Николай Второй (1855-1917),Александр III,Общественное движение второй половины XIX века,,,,"506,525",151,768,1482,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","506,525",,,
ist,4,Александр Второй - Николай Второй (1855-1917),Александр II,Александр II: Внешняя политика,,,,"509,510,511,512",151,767,1483,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","509,510,511,512",,,
ist,4,Александр Второй - Николай Второй (1855-1917),Александр III,Александр III: Внутренняя политика,,,,"513,514,515,516,517,518,519,520,521",151,768,1484,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","513,514,515,516,517,518,519,520,521",,,
ist,4,Александр Второй - Николай Второй (1855-1917),Александр III,Александр III: Внешняя политика,,,,"522,523,524",151,768,1485,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","522,523,524",,,
ist,4,Всемирная история,Зарубежная история XVIII века,Зарубежная история 18 века,,,,"907,908",152,769,1486,61,,"3485,3527,6739,3569,3611,6780,3653,3695,6822,3737,3779,6864,3821,3863,6906,3909,3951,6948,3993,4035,6990,4077,4119,7032,4161,4203,7074","907,908",,,
ist,3,Иван Грозный - Смута,Смута,Смута. Лжедмитрии: 16 век - начало 17 века,https://umschool.net/lessons/access/OFj2rPw5VXdoxzNZp33tU1hFHlbXhjia5hRQJ4z8kcZkdaSci8JjNjR,,20,"224,225,226,227,228,229,230,231,233,234,235,239,240",155,780,1508,6,,"3555,3597,6792","224,225,226,227,228,229,230,231,233,234,235,239,240","54,55,56,57,221,222,223,224,226,227,228,229,230,231,235,236,240,1001,1002,1003,1006,1009,1010","192210,192217,192221,192478,192479,192483,192494,192516,192523,192748,192762,192811,192843,192863,192869",40194
ist,3,Иван Грозный - Смута,Смута,Конец Смуты: 16 век - начало 17 века,https://umschool.net/lessons/access/EVTrHGFHNlLh93CsqSUcPKf0f3yu9Ugr8iGript516MUDBJoruaydUt,,224,"236,237,238,241,242,243,244,245",155,780,1509,6,,"3555,3597,6792","236,237,238,241,242,243,244,245","53,58,59,236,237,238,241,242,243,244,245,1001,1002,1004,1006,1009,1010","191736,191748,191763,191777,191789,191798,191805,191811,191814,191827,191832,191840,191852,191861,191867",40170
ist,3,Бунташный век - Дворцовые перевороты,Бунташный век,Михаил Романов,https://umschool.net/lessons/access/kOKWZXbvWkhysxy969ylveEmv2Z67YjMu2fnWhA3CWLyWH12xXwG3jc,,30,"301,302,303",156,782,1513,6,,"3555,3597,6792","301,302,303","27,38,53,152,168,169,170,206,207,212,213,215,232,244,302,303,304,306,321,336,943,1001,1002,1003,1004,1006,1009,1010","188264,188268,188271,188274,188277,188282,189791,189802,189804,189810,189817,189828",40172
ist,3,Бунташный век - Дворцовые перевороты,Бунташный век,Бунты 17 века,https://umschool.net/lessons/access/MsUqEvxRJ3e0MmqGdGLifVFSLAkPhKu1R0tn3esDHyoiqKpWH4qDpZg,,31,"304,308",156,782,1514,6,,"3555,3597,6792","304,308","170,223,226,234,304,307,308,1001,1004,1006,1009,1010","194427,194436,194459,194480,194495,194506,194511,194516,194524,194576,194589,194604,194620,194631,194641",48073
ist,3,Бунташный век - Дворцовые перевороты,Бунташный век,Алексей Михайлович,https://umschool.net/lessons/access/wULur3nP9aNiqIS77dG9BIkc77nV2QQq4fkyJ976bKcJ97lWkZbMqfO,,33,"305,306,307,316,317,318",156,782,1515,6,,"3555,3597,6792","305,306,307,316,317,318","304,305,306,307,309,310,311,313,316,319,339,1001,1002,1003,1004,1005,1006,1009,1010","183513,184241,184243,184247,184251,184253,184256,184259,184264,184273,184275,184281,184287,184288,184292",48061
ist,3,Бунташный век - Дворцовые перевороты,Бунташный век,Внешняя политика Алексея Михайловича,https://umschool.net/lessons/access/lFA0bwOWnkqbD1SK8vNqaGKZ0kAjvfiYo7oDcrq9zWDAyqMMPl5CHUj,,34,"309,310,311,312,313",156,782,1516,6,,"3555,3597,6792","309,310,311,312,313","309,310,311,312,313,1001,1002,1003,1004,1006,1009,1010","200969,200978,200992,200997,201000,201006,201013,201023,201039,201044,201166,201169,201174,201177",48076
ist,3,Бунташный век - Дворцовые перевороты,Бунташный век,Фёдор Алексеевич и Софья Алексеевна,https://umschool.net/lessons/access/nQjwv531KBhdEuERPWsfpo18iSqsX2RPoXZKtWROgtu0NCZ4Bbr4qow,,35,"314,315,324,325,326",156,782,1517,6,,"3555,3597,6792","314,315,324,325,326","173,314,315,316,319,322,324,325,326,1001,1002,1003,1006,1009,1010","188614,188618,188626,188631,188665,188690,188693,188713,188717,188729,188732,188739,188930,188934",40195
ist,3,Бунташный век - Дворцовые перевороты,Культура 17 века,Литература 17 века,https://umschool.net/lessons/access/CC8AHhZ1rwJyJ7iOEJWWjJS9sKtvCrSUgb7jSkvHr9SzVWzIQusfXH1,,49,320,156,783,1518,6,,"3555,3597,6792",320,"320,1001,1010,1011","249717,249719,249721,249723,249727,249734,249739,249745,249753",48092
ist,3,Бунташный век - Дворцовые перевороты,Культура 17 века,Архитектура 17 века,https://umschool.net/lessons/access/uUoCNFbvwilK6T5M3MADfAqcuX4TvP7NQdsxuFTSDh7NBZDvTMyZK6b,,215,321,156,783,1519,6,,"3555,3597,6792",321,"321,426,1001,1006,1009,1010,1011","251575,251577,251588,251593,251597,251600,251606,251611,251616,251630",48063
ist,3,Бунташный век - Дворцовые перевороты,Культура 17 века,Основы развития науки до 18 века,https://umschool.net/lessons/access/RrYeu49kZ2eYGD0jIQ65GcaQylPyYxaSJl3Au1AgXsMTkpNHN3F1bPU,,228,322,156,783,1520,6,,"3555,3597,6792",322,"61,174,176,177,179,246,313,319,320,321,322,360,362,363,364,366,424,425,426,427,1001,1006,1009,1011","254384,254387,254388,254389,254390,254392,254394,254395,254397",48103
ist,3,Бунташный век - Дворцовые перевороты,Культура 17 века,Живопись 17 века,https://umschool.net/lessons/access/vojYHmLOn3YgOiDKeHLwyNbO7qxQxXSfGxuRSvoaBCrRx8DrempMLFa,,42,323,156,783,1521,6,,"3555,3597,6792",323,"319,323,1001,1006,1009,1010,1011","249044,249048,249054,249059,249064,249074,249098,249267,249273",48086
ist,3,Бунташный век - Дворцовые перевороты,Петр I,Пётр I до 1700 года,https://umschool.net/lessons/access/CE0qBgtaNZEhvRuFTnqFnBbAfdybhog8Kpj9o7hGb109LAee9I1VYUj,,43,"327,328,329,330,331,332",156,784,1522,6,,"3555,3597,6792","327,328,329,330,331,332","181,314,324,325,326,327,328,329,330,331,333,906,1001,1002,1004,1006,1009,1010","186731,186734,186738,186741,186746,186750,186754,186759,186765,186772,186775,186777,186781,186798,186812",40190
ist,3,Бунташный век - Дворцовые перевороты,Петр I,Пётр I: Северная война,https://umschool.net/lessons/access/akIOlk5KHtefwnRlQdWhGkUy2YCZ3B7V7ae6M2dV55YS7BjDohKPZrs,,44,"333,334",156,784,1523,6,,"3555,3597,6792","333,334","333,1001,1002,1004,1006,1009,1010","185564,185568,185572,185575,185579,185582,185587,185591,185603,185650,185687,185693,185700,185709",40191
ist,3,Бунташный век - Дворцовые перевороты,Петр I,Петр I: военные и социально-экономические реформы,https://umschool.net/lessons/access/bk4yXrTF0YpKkPcN1t4juHiFMfOyDIFjCpOIkbGhLTpTi36zAbKTLwW,,47,335,156,784,1524,6,,"3555,3597,6792",335,"181,331,335,337,1001,1002,1003,1004,1006,1009,1010","185755,186071,186153,186163,186169,186211,186254,186288,186319,186332,186361,186370,186401,186483",40188
ist,3,Бунташный век - Дворцовые перевороты,Петр I,Петр I: административные реформы и вопрос о престолонаследии,https://umschool.net/lessons/access/D9OIq3uOTlMdVoQhUxUWmyqdr7fuPJ273EgILOSPxziDAnXB8zjvMDz,,45,"336,337,338",156,784,1525,6,,"3555,3597,6792","336,337,338","333,334,335,336,338,339,1001,1002,1003,1004,1006,1009,1010","198684,198691,198713,198725,198731,198746,198752,198764,198771,198865,198870,198886,198892,198905,198960",40187
ist,3,Бунташный век - Дворцовые перевороты,Петр I,Петр I: восстания и экономика,https://umschool.net/lessons/access/EvcRufFiUReXedeT7AnSfnOQiVkuhkIpz5fxL6S7FOy5XBaibsYMliV,,46,339,156,784,1526,6,,"3555,3597,6792",339,"181,329,330,335,339,1001,1002,1003,1004,1006,1009,1010","192526,192535,192543,192548,192553,192558,192563,192567,192572,192577,192582,192584,192587,192595,192599",40189
ist,3,Бунташный век - Дворцовые перевороты,Дворцовые перевороты,Дворцовые перевороты до 1741 г.,https://umschool.net/lessons/access/2C7SYUgGjCpc5ZnROvTQnczIcTXWxfGZcFTtSTRQFfrOxJ9ZaVNpGPb,,,"340,341,342,343,344,345,346,347,348",156,785,1527,6,,"3555,3597,6792","340,341,342,343,344,345,346,347,348","184,185,186,187,341,342,343,345,346,347,348,349,1001,1002,1003,1006,1009,1010","227580,227621,227651,227662,227675,227685,227701,227713,227724,227757,227798,227816",30856
ist,3,Бунташный век - Дворцовые перевороты,Дворцовые перевороты,Дворцовые перевороты до Екатерины II,https://umschool.net/lessons/access/TlKxqFpbRr4hy1HNUnnHZpuGOXHeAuKrRDF5ZlSQLWUEC2ToN1p59Fj,,,"349,350,351,352,353,354,355,356,357,358,359",156,785,1528,6,,"3555,3597,6792","349,350,351,352,353,354,355,356,357,358,359","181,184,185,186,188,189,190,191,332,342,343,346,347,348,350,353,354,355,358,359,1001,1002,1003,1006,1010,1011","243009,243024,243027,243030,243037,243041,243058,243223,243235,243245,243259,243272,243293,243318,243335",30857
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Екатерина II,Екатерина II. Внутренняя политика до восстания Пугачева,https://umschool.net/lessons/access/Iufm1Uw8TdWWYT3nAA3rK7iAN4K0Vy5TO6tzCD108mRwB4Z7dJtwoxo,,,"401,402,403,404,405,406,407",157,786,1529,6,,"3555,3597,6792","401,402,403,404,405,406,407","333,350,354,358,359,401,402,403,404,405,407,902,1001,1002,1003,1004,1006,1009,1010","237613,237619,237635,237642,237644,237650,237653,237658,237662,237673,237716,237769",30860
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Екатерина II,Екатерина II. Внутренняя политика после восстания Пугачева,https://umschool.net/lessons/access/2rkoztsiFSBgovxpjpLelZqfYWlSswvum99SMDcs6Bfspulj0QSAtAo,,,408,157,786,1530,6,,"3555,3597,6792",408,"192,193,194,402,403,404,406,410,411,415,1001,1002,1003,1006,1009,1010","229986,230000,230011,230020,230022,230026,230034,230054,230058,230065,230074,230082",30861
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Екатерина II,Екатерина II. Внешняя политика,https://umschool.net/lessons/access/4w18MmP5fwcQRqEvXHXeDlsJFuCYw6JsFqX9YxuXdFtu1wp1lKh7tQz,,,"409,410,411,412,413,414,415",157,786,1531,6,,"3555,3597,6792","409,410,411,412,413,414,415","192,194,354,402,403,409,410,411,412,413,414,415,1001,1002,1004,1009,1010","206953,206965,206989,206996,207004,207013,207032,207042,207074,207109,207134,207169,207188",30859
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Павел I,Павел I,https://umschool.net/lessons/access/tn4c4QBf38Y6EBgSCFRGlaqNQhKtmbzNfN9S5WLql1l7lR6A1EcSUB0,,,"416,417,418,419,420,421,422,423",157,787,1532,6,,"3639,3681,6834","416,417,418,419,420,421,422,423","416,417,418,419,420,421,422,423,424,426,1001,1002,1003,1004,1005,1006,1008,1009,1010","236475,236480,236488,236493,236500,236509,236515,236524,236532,236537,236542,236553,236779,236797,236809,236815,236822,236830,236844,236855,236873,236901,236946,236953,236959,236964,236968,236977,236981,236986,236991,236995,237003,237015,237034,237047,237056,237060,237062",30869
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Культура 18 века,Литература 18 века,https://umschool.net/lessons/access/Ce3WmGl0bPCLuHY8Q2ME8Ork4QfqF5AbS4sC7iH3x1I5Vx0jN2bzzeW,,,425,157,788,1533,6,,"3639,3681,6834",425,"332,424,425,426,1001,1004,1009,1010,1011","249772,249779,249788,249800,249810,249814,249821,249824,249828,249838,249844,254620",48093
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Культура 18 века,Архитектура 18,https://umschool.net/lessons/access/XxDre5TKlojaTZ2FxkORBQD7YGJO2cr4nlbZKqSLkFKPGQtxmRVFqXV,,,426,157,788,1534,6,,"3639,3681,6834",426,"177,321,360,364,379,426,1001,1004,1006,1009,1010,1011","258171,258172,258174,258176,258187,258188,258189,258190,258192,258194,258196,258197,258212,258214,258216,258217,258219,258221,258223,258238,258240,258241,258243,258245",48064
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Культура 18 века,Наука 18 века,https://umschool.net/lessons/access/xo4MaGGlyT5OADNFhTjSx1jxdSMVnhfgNoOv3pDIPA7qFfztENBYo2p,,,427,157,788,1535,6,,"3639,3681,6834",427,"181,188,198,313,332,343,344,362,363,366,425,427,1001,1009,1010,1011","247945,247947,247950,247969,247970,247978,247980,247982,247985,247986,247988,247991",48099
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Культура 18 века,Живопись 18 века,https://umschool.net/lessons/access/rVF4qPPJDjGtWPccvOufsN1gGuw1mFg5SZ4Y5SYntdLD9JXMvZaKa76,,,428,157,788,1536,6,,"3639,3681,6834",428,"424,428,1001,1006,1009,1010,1011","248939,248976,249579,249582,249584,249586,249587,249588,249590,249592,249597,249600",48087
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Александр I: Внутренняя политика,https://umschool.net/lessons/access/dWL2BKewJo2n2BEDtExyGZeLK8OUb5wg7kDb9uVZZqh7sQHDnSnjsnF,,,"429,430,431,432,433",157,789,1537,6,,"3639,3681,6834","429,430,431,432,433","367,370,373,429,430,431,432,433,434,1001,1002,1004,1007,1009,1010","223482,223483,223485,223486,223488,223490,223492,223494,223495,223497,223499,223500,223502,223503,223504,223506,223508,223510,223512,223516,223517,223518,223519,223521,223526,223527,223529,223532,223535,223538,223540,223543,223545,223549,223551,223553",30847
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Декабристское движение,https://umschool.net/lessons/access/7fOBgrdc2LUhUvCAPgQiQ8FEOPOS0WAwQlb68RMdeuLyiR5fdHi1iTh,,,434,157,789,1538,6,,"3639,3681,6834",434,"364,373,379,399,434,1001,1002,1003,1004,1006,1009,1010,1011","223614,223619,223620,223624,223626,223632,223636,223643,223647,223658,223664,223669,223671,223675,223682,223710,223833,223836,223842,223849,223856,223861,223866,223868,223871,223876,223882,223885,223891,223896,223899,223902,223906,223908,223916,223921,223925,223934,223937",30858
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Александр I: Внешняя политика,https://umschool.net/lessons/access/be8UBLA6h9wnBgiSlWlX7sI3GUzmt3hjhDO3DF0cl05x47pAVOOzKns,,,"435,436,438,439,440,441,442",157,789,1539,6,,"3639,3681,6834","435,436,438,439,440,441,442","368,369,435,436,437,438,439,440,441,442,1001,1002,1004,1006,1009,1010","243493,243501,243506,243509,243514,243517,243519,243523,243530,243541,243550,243558,243561,243566,243577,243579,243583,243590,243597,243600,243603,243609,243613,243617,243622,243636,243647,243657,243663,243670,243689,243697,243702,243707,243708,243717",30846
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Отечественная война,https://umschool.net/lessons/access/xbBgoOWSwYhlHeh6vOzfweVbcvC5J3N1Gu2FvJDa8PEQ2XtzbNW4gk1,,,437,157,789,1540,6,,"3639,3681,6834",437,"368,369,435,436,437,438,439,1001,1002,1003,1004,1006,1009,1010","239580,239587,239593,239596,239600,239604,239610,239618,239628,239640,239653,239661,239669,239677,239692,239703,239712,239720,239739,239755,239777,239786,239796,239808,239897,239904,239912,239922,239934,239948,239965,239995,240010,240022,240035,240041,240050,240058,240064,240073,240079,240084,240091,240098,240102,240105,240107,240113,240117,240122,240127,240134,240142,240155",30867
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Николай I,Николай I: Внутренняя политика,https://umschool.net/lessons/access/EKf62qPhADVWq9KvTCAbLLYQEMsT55GQ8ZNdmjxuMOuLCC8I8W1P1yP,,,"443,444,445,446,447,448,449,454,455,456",157,790,1541,6,,"3639,3681,6834","443,444,445,446,447,448,449,454,455,456","372,373,374,434,444,445,446,447,448,455,456,911,1001,1002,1003,1004,1005,1008,1009,1010","209677,209680,209683,209687,209689,209691,209693,209696,209701,209704,209705,209710,209712,209729,209735,209762,209766,209769,209881,209884,209886,209890,209894,209900,209906,209910,209916,209924,209931,209940,209952,209963,209973,209980,209986",30865
ist,3,Екатерина Вторая - Николай Первый (1762-1855),Николай I,Николай I: Внешняя политика,https://umschool.net/lessons/access/tHoagTwRMxZnWACG5i5xJsENQ68D71qcvWDpfMMrWAgKL0jGNvzKYVw,,,"450,451,452,453",157,790,1542,6,,"3639,3681,6834","450,451,452,453","375,446,449,450,451,452,453,1001,1003,1004,1005,1007,1009,1010,1011","212599,212609,212615,212624,212701,212706,212717,212739,212765,212774,212781,212784,212789,212796,212803,212828,212834,212838,212840,212848,212849,212852,212858,212866,212882,212887,212893,212897,212901,212912,212921,212930,212935,212948,212952,212964,212968,212977,212982",30864
ist,3,Александр Второй - Николай Второй (1855-1917),Александр II,Отмена крепостного права,https://umschool.net/lessons/access/T4scURihjFgaYE9RnB46je3U9S4dpyTJvWbvGHHQA9ZQs90daZb2BxN,,,502,158,791,1543,6,,"3639,3681,6834",502,"382,383,502,1001,1002,1003,1004,1005,1006,1009,1010,1011","206830,206831,206832,206836,206840,206847,206849,206852,206857,206864,206870,206876,206885,206888,206890,206893,206897,206905,206913,206924,206930,206934,206940,206947,206955,206964,206977,206991,207003,207021,207035,207051,207065,207073,207087",30868
ist,3,Александр Второй - Николай Второй (1855-1917),Александр II,Александр II: Великие реформы,https://umschool.net/lessons/access/TMd0lDtWW9jzI6LsgIWHOfmbg2tzHgWSKug6jOhoE2lleXe2CVgdRKA,,,"503,504",158,791,1544,6,,"3639,3681,6834","503,504","382,383,502,503,1001,1002,1003,1005,1006,1008,1009,1010","215586,215601,215608,215614,215622,215628,215636,215640,215667,215673,215680,215686,215810,215813,215815,215819,215821,215825,215828,215831,215834,215838,215841,215842,215845,215849,215852,215856,215859,215864,215869,215872,215874,215877,215879,215882",30848
ist,3,Александр Второй - Николай Второй (1855-1917),Александр II,Общественное движение при Александре II,https://umschool.net/lessons/access/3PxerqqTvxBlzeSXLzfy6XmkEzRP8LDmvYtFNENQXYC3FVP169xJzTq,,,"505,506,507,508",158,791,1545,6,,"3639,3681,6834","505,506,507,508","384,385,505,506,507,1001,1002,1003,1006,1007,1009,1010,1011","235728,235733,235745,235750,235754,235758,235761,235762,235764,235765,235766,235768,235769,235771,235773,235774,235775,235777,235780,235783,235785,235787,235788,235790,235791,235793,235794,235796,235895,235908,235910,235911,235913,235920,235921,235923,235924,235932,235941",30866
ist,3,Александр Второй - Николай Второй (1855-1917),Александр II,Александр II: Внешняя политика,https://umschool.net/lessons/access/PtovF71jH3Ld5AqnUgAsEGt4czaa6t01NraMeQry0Ag33uati20b24O,,,"509,510,511,512",158,791,1546,6,,"3639,3681,6834","509,510,511,512","386,509,510,511,512,1001,1002,1003,1004,1006,1009,1010","207865,207868,207869,207870,207873,207877,207882,207885,207891,207914,207920,207926,207929,207932,207936,207938,207940,207942,207943,207945,207948,207951,207952,207955,207958,207960,207962,207964,207965,207969,207973,207975,207978,207980,207987,207990,207993,207995,207996,207998",30849
